scenario_id,split,seed,design_cell,plant,mechanism,capability_mechanism,sg_tension,period_s,control_period_s,condition,known_ood,duration_s,capability_change_time_s,load_event_time_s,load_area,load_sign,load_magnitude_pu,timing_relation,initial_soc,initial_soc_area1,initial_soc_area2,value_region,contract_violation,contract_status,factor_assignment,method,physical_success,frequency_peak_hz,ace_iae_pu_s,tie_iae_pu_s,sg_mechanical_mileage_pu,bess_energy_throughput_pu_s,terminal_recovery,hard_violation,command_violation,normal1h,controller_calls,attempted_optimization_calls,solver_failure_calls,fallback_calls,restoration_calls,p99_solve_time_s,full_rolling,certificate_issues,certificate_revocations,probe_active_calls,probe_command_l1_pu_s,certified_surplus_l1_pu_s,ordinary_controller_truth_read,evaluation_only_truth_read,voi_decision_calls,voi_worthwhile_calls,voi_abstention_calls,voi_probe_triggers,candidate_diameter_reduction_mean,candidate_diameter_reduction_max,passive_certificate_renewals,maximum_unmetered_responsibility_jump_pu,probe_aborts_on_change
D5-OHS-000,development_oracle_horizon_screen,5700,A_full_nonlinear|power_drop|low|2,A_full_nonlinear,power_drop,power_drop,low,2.0,2.0,known,known,300.0,111.38263643609103,97.38263643609103,area0,1,0.0744,before,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,NEW_DEVELOPMENT_ORACLE_HORIZON_SCREEN,contract_only_recourse_mpc,True,0.3120231205035867,1.026273802055541,0.1940039249491408,0.2290080638421095,1.897749574826611,True,False,False,False,151,151,0,0,0,0.083853749998525,True,0,0,0,0.0,0.0,False,False,0,0,0,0,0.0,0.0,0,0.0,0
D5-OHS-000,development_oracle_horizon_screen,5700,A_full_nonlinear|power_drop|low|2,A_full_nonlinear,power_drop,power_drop,low,2.0,2.0,known,known,300.0,111.38263643609103,97.38263643609103,area0,1,0.0744,before,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,NEW_DEVELOPMENT_ORACLE_HORIZON_SCREEN,perfect_capability_recourse_oracle,True,0.3128961039447991,1.026343700405003,0.1864784941838316,0.2179703814487524,2.446843994766407,True,False,False,False,151,151,0,0,0,0.0921884000017598,True,0,0,0,0.0,0.0,False,True,0,0,0,0,0.0,0.0,0,0.0,0
D5-OHS-001,development_oracle_horizon_screen,5701,A_full_nonlinear|power_drop|low|2,A_full_nonlinear,power_drop,power_drop,low,2.0,2.0,known,known,300.0,125.94381191849617,111.94381191849617,area1,1,0.02,before,0.55,0.55,0.55,LOW_VALUE_CONTROL,False,WITHIN_CONTRACT,NEW_DEVELOPMENT_ORACLE_HORIZON_SCREEN,contract_only_recourse_mpc,True,0.0559897470432124,0.155677343904222,0.0407376939176513,0.070255838520282,0.0186484959330864,True,False,False,False,151,151,0,0,0,0.0889553000015439,True,0,0,0,0.0,0.0,False,False,0,0,0,0,0.0,0.0,0,0.0,0
D5-OHS-001,development_oracle_horizon_screen,5701,A_full_nonlinear|power_drop|low|2,A_full_nonlinear,power_drop,power_drop,low,2.0,2.0,known,known,300.0,125.94381191849617,111.94381191849617,area1,1,0.02,before,0.55,0.55,0.55,LOW_VALUE_CONTROL,False,WITHIN_CONTRACT,NEW_DEVELOPMENT_ORACLE_HORIZON_SCREEN,perfect_capability_recourse_oracle,True,0.0559982785223715,0.1556914139653579,0.0406861419904498,0.0705215354904809,0.0191946042176331,True,False,False,False,151,151,0,0,0,0.0839576999969722,True,0,0,0,0.0,0.0,False,True,0,0,0,0,0.0,0.0,0,0.0,0
D5-OHS-002,development_oracle_horizon_screen,5702,A_full_nonlinear|power_drop|low|4,A_full_nonlinear,power_drop,power_drop,low,4.0,4.0,known,known,300.0,106.59504928326956,106.59504928326956,both,1,0.0744,simultaneous,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,NEW_DEVELOPMENT_ORACLE_HORIZON_SCREEN,contract_only_recourse_mpc,True,0.4533792896868797,2.347194458690249,0.0957479432646025,0.3845962383329788,2.199133147534765,True,False,False,False,76,76,0,0,0,0.0825544499984971,True,0,0,0,0.0,0.0,False,False,0,0,0,0,0.0,0.0,0,0.0,0
D5-OHS-002,development_oracle_horizon_screen,5702,A_full_nonlinear|power_drop|low|4,A_full_nonlinear,power_drop,power_drop,low,4.0,4.0,known,known,300.0,106.59504928326956,106.59504928326956,both,1,0.0744,simultaneous,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,NEW_DEVELOPMENT_ORACLE_HORIZON_SCREEN,perfect_capability_recourse_oracle,True,0.4533797751414967,2.347208961840158,0.0957517892313805,0.3846004398366561,2.1991306193129545,True,False,False,False,76,76,0,0,0,0.0878941499995562,True,0,0,0,0.0,0.0,False,True,0,0,0,0,0.0,0.0,0,0.0,0
D5-OHS-003,development_oracle_horizon_screen,5703,A_full_nonlinear|power_drop|low|4,A_full_nonlinear,power_drop,power_drop,low,4.0,4.0,known,known,300.0,104.57836572667594,104.57836572667594,area0,1,0.02,simultaneous,0.55,0.55,0.55,LOW_VALUE_CONTROL,False,WITHIN_CONTRACT,NEW_DEVELOPMENT_ORACLE_HORIZON_SCREEN,contract_only_recourse_mpc,True,0.0525614222556705,0.2793337342542639,0.0711109903015323,0.0956917727225384,0.0328345038865578,True,False,False,False,76,76,0,0,0,0.08585482500348,True,0,0,0,0.0,0.0,False,False,0,0,0,0,0.0,0.0,0,0.0,0
D5-OHS-003,development_oracle_horizon_screen,5703,A_full_nonlinear|power_drop|low|4,A_full_nonlinear,power_drop,power_drop,low,4.0,4.0,known,known,300.0,104.57836572667594,104.57836572667594,area0,1,0.02,simultaneous,0.55,0.55,0.55,LOW_VALUE_CONTROL,False,WITHIN_CONTRACT,NEW_DEVELOPMENT_ORACLE_HORIZON_SCREEN,perfect_capability_recourse_oracle,True,0.0525614122037344,0.2793710106832534,0.0711158738845762,0.0957107806666796,0.0328398292630429,True,False,False,False,76,76,0,0,0,0.0815041000059864,True,0,0,0,0.0,0.0,False,True,0,0,0,0,0.0,0.0,0,0.0,0
D5-OHS-004,development_oracle_horizon_screen,5704,A_full_nonlinear|power_drop|high|2,A_full_nonlinear,power_drop,power_drop,high,2.0,2.0,OOD,OOD,300.0,111.1845572963432,125.1845572963432,area1,1,0.0558,after,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,NEW_DEVELOPMENT_ORACLE_HORIZON_SCREEN,contract_only_recourse_mpc,True,0.235557318573074,0.7474915944082844,0.1539729515284272,0.1726183436095077,0.9743251539531106,True,False,False,False,151,151,0,0,0,0.0864609499985817,True,0,0,0,0.0,0.0,False,False,0,0,0,0,0.0,0.0,0,0.0,0
D5-OHS-004,development_oracle_horizon_screen,5704,A_full_nonlinear|power_drop|high|2,A_full_nonlinear,power_drop,power_drop,high,2.0,2.0,OOD,OOD,300.0,111.1845572963432,125.1845572963432,area1,1,0.0558,after,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,NEW_DEVELOPMENT_ORACLE_HORIZON_SCREEN,perfect_capability_recourse_oracle,True,0.2355527198417171,0.7474118202194687,0.1539782013524995,0.1726125801732335,0.9743448313390458,True,False,False,False,151,151,0,0,0,0.0900395499993464,True,0,0,0,0.0,0.0,False,True,0,0,0,0,0.0,0.0,0,0.0,0
