method,bayes_correct,hardest_alternative,likelihood_information_insufficient,mean_pairwise_jsd,posterior_true_mode,predictive_log_likelihood_margin,run_id,scenario_id,schema_version,seed,sg_level,switch_time_s,true_mode,window_s
P_old,False,unavailable,True,0.030406877762351653,0.025874952854537274,-3.6056074922919947,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003017,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3017,A,50.0,sluggish,5.0
P_old,False,unavailable,True,0.031207724763827778,0.000702047744458725,-7.260802722855175,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003017,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3017,A,50.0,sluggish,10.0
P_old,True,derated,False,0.29646406271329057,1.0,56.12481160266171,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003017,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3017,A,50.0,sluggish,20.0
P_old,False,unavailable,True,0.03386563172619024,0.17976195051827792,-1.506498260294368,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003018,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3018,A,50.0,sluggish,2.0
P_old,False,unavailable,True,0.03700130738002656,0.020873355938794167,-3.84818741973271,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003018,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3018,A,50.0,sluggish,5.0
P_old,False,unavailable,True,0.0373248968736789,0.0006835240976085477,-7.287564888421116,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003018,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3018,A,50.0,sluggish,10.0
P_old,True,derated,False,0.27547284547525225,1.0,49.94973055620804,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003018,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3018,A,50.0,sluggish,20.0
P_old,False,unavailable,True,0.05267022870143402,0.1615942305981016,-1.5100966472023885,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003019,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3019,A,50.0,sluggish,2.0
P_old,False,unavailable,True,0.0394915679155548,0.0240527813291899,-3.6988553680211,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003019,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3019,A,50.0,sluggish,5.0
P_old,False,unavailable,True,0.03479833784754272,0.0006578762452090204,-7.3258307761354615,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003019,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3019,A,50.0,sluggish,10.0
P_old,True,derated,False,0.286481839360664,1.0,55.97579851577211,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003019,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3019,A,50.0,sluggish,20.0
P_old,False,unavailable,True,0.029221210171455354,0.1651893152749689,-1.4305828047577585,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003020,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3020,A,50.0,sluggish,2.0
P_old,False,unavailable,True,0.03020606156827122,0.02572615087729869,-3.6239737325739725,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003020,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3020,A,50.0,sluggish,5.0
P_old,False,unavailable,True,0.030191563649764393,0.0007166042300987506,-7.240152352748737,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003020,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3020,A,50.0,sluggish,10.0
P_old,True,derated,False,0.2820649277931893,1.0,56.30664182248793,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003020,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3020,A,50.0,sluggish,20.0
P_old,False,unavailable,True,0.030236361662630527,0.15671062315164094,-1.436651201195783,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003021,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3021,A,50.0,sluggish,2.0
