run_id,scenario_id,method,seed,sg_level,scientific_success,failure_stage,solve_time_mean_s,solve_time_p95_s,solve_time_max_s,solver_attempt_count,solver_fail_count,solver_timeout_count,solver_infeasible_count,wall_time_s,max_exact_mirror_error,mean_ibr_authority_ratio,solver_status_counts_json,solver_outcome_counts_json
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003008,S1_step_pos_008,B2,3008,B,True,,0.02913073166649459,0.031956565001746644,0.03858849999960512,360,0,0,0,14.457713000003423,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003009,S1_step_pos_008,B2,3009,B,True,,0.028807795000001434,0.031851199999437085,0.0346821000057389,360,0,0,0,14.312310399996932,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003010,S1_step_pos_008,B2,3010,B,True,,0.028578951944271264,0.031644884999695935,0.03707649999705609,360,0,0,0,14.140664899998228,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003011,S1_step_pos_008,B2,3011,B,True,,0.028689352222601074,0.03200804999687534,0.03620250000676606,360,0,0,0,14.25524410000071,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003012,S1_step_pos_008,B2,3012,B,True,,0.029200959722099167,0.0322785450010997,0.038320500003464986,360,0,0,0,14.571310400002403,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003013,S1_step_pos_008,B2,3013,B,True,,0.028309247222083892,0.031905740000729564,0.0402920999986236,360,0,0,0,14.141765800006397,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003014,S1_step_pos_008,B2,3014,B,True,,0.029552603055385082,0.03249058999899716,0.035918399997171946,360,0,0,0,14.654402400003164,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003015,S1_step_pos_008,B2,3015,B,True,,0.028652199166531823,0.03178327000168792,0.03297339999699034,360,0,0,0,14.247165499997209,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003016,S1_step_pos_008,B2,3016,B,True,,0.028953129444380464,0.031940174996634596,0.035768399997323286,360,0,0,0,14.369307699998899,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003017,S1_step_pos_008,B2,3017,B,True,,0.028539807499954703,0.031097419998332043,0.03439739999885205,360,0,0,0,14.193414699999266,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003018,S1_step_pos_008,B2,3018,B,True,,0.02901350055548796,0.03194165999848338,0.03953629999887198,360,0,0,0,14.375357900004019,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003019,S1_step_pos_008,B2,3019,B,True,,0.028615729722271985,0.031840859999283565,0.035020999996049795,360,0,0,0,14.26825789999566,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003020,S1_step_pos_008,B2,3020,B,True,,0.02856112388874155,0.03173954999583657,0.03750240000226768,360,0,0,0,14.18308640000032,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003021,S1_step_pos_008,B2,3021,B,True,,0.028552123889090175,0.0315057550000347,0.03914739999891026,360,0,0,0,14.213394200000039,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003022,S1_step_pos_008,B2,3022,B,True,,0.02890645194436527,0.031554344997130106,0.04515959999844199,360,0,0,0,14.354221499997948,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003023,S1_step_pos_008,B2,3023,B,True,,0.02820196249977016,0.030953860006047763,0.042134399998758454,360,0,0,0,14.001166099995316,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003024,S1_step_pos_008,B2,3024,B,True,,0.028368185833258192,0.03172649000080128,0.03464019999955781,360,0,0,0,14.026489699994272,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003025,S1_step_pos_008,B2,3025,B,True,,0.028949101388995282,0.03143621499802975,0.04180559999804245,360,0,0,0,14.355672300000151,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003026,S1_step_pos_008,B2,3026,B,True,,0.028899278611243064,0.031611804998465234,0.04238009999971837,360,0,0,0,14.3141792000024,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003027,S1_step_pos_008,B2,3027,B,True,,0.028410270000111065,0.030999049999445562,0.035657499996887054,360,0,0,0,14.196886900004756,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003028,S1_step_pos_008,B2,3028,B,True,,0.028904829166721255,0.03232777999874088,0.034519699998782016,360,0,0,0,14.323274300004414,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B2::seed-003029,S1_step_pos_008,B2,3029,B,True,,0.028862074722383113,0.03163942499559198,0.035315799999807496,360,0,0,0,14.363147199997911,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003000,S1_step_pos_008,B4,3000,B,True,,0.028748373333251545,0.03183132000049227,0.036046300003363285,360,0,0,0,13.601386700000148,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003001,S1_step_pos_008,B4,3001,B,True,,0.028749088055479256,0.03184278499720677,0.039550499997858424,360,0,0,0,13.671320100002049,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003002,S1_step_pos_008,B4,3002,B,True,,0.028407412222319788,0.03097487000268302,0.032487299999047536,360,0,0,0,13.45144130000699,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003003,S1_step_pos_008,B4,3003,B,True,,0.029121806666484593,0.031805924998116096,0.036760100003448315,360,0,0,0,13.763743700001214,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003004,S1_step_pos_008,B4,3004,B,True,,0.02904704083321121,0.0315617599979305,0.03340600000228733,360,0,0,0,13.807550700003048,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003005,S1_step_pos_008,B4,3005,B,True,,0.028833428055541947,0.03125855499893078,0.03453599999920698,360,0,0,0,13.634334100002889,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003006,S1_step_pos_008,B4,3006,B,True,,0.02864827944417306,0.031539404998329704,0.03978909999568714,360,0,0,0,13.588245999999344,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003007,S1_step_pos_008,B4,3007,B,True,,0.028608025555594295,0.03165466000282322,0.07981000000290805,360,0,0,0,13.5615908999971,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003008,S1_step_pos_008,B4,3008,B,True,,0.029394840555566286,0.03197976000010385,0.08025120000093011,360,0,0,0,13.842511800001375,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003009,S1_step_pos_008,B4,3009,B,True,,0.02864389333327482,0.031232974999511498,0.03388209999684477,360,0,0,0,13.588917000000947,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003010,S1_step_pos_008,B4,3010,B,True,,0.028403557222413334,0.03124317999900086,0.033786300002248026,360,0,0,0,13.497316300003149,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003011,S1_step_pos_008,B4,3011,B,True,,0.02871260583324329,0.031574465000448984,0.035911599996325094,360,0,0,0,13.680359699996188,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003012,S1_step_pos_008,B4,3012,B,True,,0.02922852194432279,0.03179626499622828,0.08512109999719542,360,0,0,0,13.79266529999586,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003013,S1_step_pos_008,B4,3013,B,True,,0.0285794277780547,0.03148918499937281,0.03491710000525927,360,0,0,0,13.590904199998477,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003014,S1_step_pos_008,B4,3014,B,True,,0.029385952500201207,0.031986080004207905,0.034974800000782125,360,0,0,0,13.963506700005382,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003015,S1_step_pos_008,B4,3015,B,True,,0.028884444722300232,0.03171814499837637,0.033508500004245434,360,0,0,0,13.723207600000023,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003016,S1_step_pos_008,B4,3016,B,True,,0.029215471666733113,0.03197469000442652,0.08668549999856623,360,0,0,0,13.78605200000311,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003017,S1_step_pos_008,B4,3017,B,True,,0.028613896388742434,0.03161829500058957,0.03615649999846937,360,0,0,0,13.60851410000032,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003018,S1_step_pos_008,B4,3018,B,True,,0.028939264722369747,0.03157135499714059,0.08733760000177426,360,0,0,0,13.71708590000344,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003019,S1_step_pos_008,B4,3019,B,True,,0.02864489055565274,0.031664375000764265,0.03344249999645399,360,0,0,0,13.676450800005114,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003020,S1_step_pos_008,B4,3020,B,True,,0.028609529444474903,0.031082134999815027,0.042995499999960884,360,0,0,0,13.598755799997889,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003021,S1_step_pos_008,B4,3021,B,True,,0.028767503889280812,0.0317470299985871,0.07878689999779454,360,0,0,0,13.569473200004722,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003022,S1_step_pos_008,B4,3022,B,True,,0.02906354083323903,0.03118798499890545,0.08236789999500616,360,0,0,0,13.73783010000625,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003023,S1_step_pos_008,B4,3023,B,True,,0.028078711666663973,0.030489794994355182,0.0384905000028084,360,0,0,0,13.352707599995483,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003024,S1_step_pos_008,B4,3024,B,True,,0.028417148889032736,0.030916024998441573,0.038727799998014234,360,0,0,0,13.506789400002162,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003025,S1_step_pos_008,B4,3025,B,True,,0.02891994500015345,0.03140992000080587,0.04234590000123717,360,0,0,0,13.768846299994038,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003026,S1_step_pos_008,B4,3026,B,True,,0.029027913611227835,0.03190086999820778,0.07958879999932833,360,0,0,0,13.74472919999971,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003027,S1_step_pos_008,B4,3027,B,True,,0.028448997222242017,0.031061849997058747,0.03373519999877317,360,0,0,0,13.56898010000441,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003028,S1_step_pos_008,B4,3028,B,True,,0.028756537499935397,0.03128536999865901,0.03319309999642428,360,0,0,0,13.680620799997996,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B4::seed-003029,S1_step_pos_008,B4,3029,B,True,,0.0287579744443873,0.03151360499832663,0.08047509999596514,360,0,0,0,13.5954997000008,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003000,S1_step_pos_008,B5,3000,B,True,,0.006942395833397718,0.01983256500134303,0.022547600005054846,360,0,0,0,5.053493699997489,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003001,S1_step_pos_008,B5,3001,B,True,,0.006985140833078023,0.02006506499601528,0.022390400001313537,360,0,0,0,5.129836599997361,0.0,,"{""optimal_discrete_shooting"": 20, ""optimal_idle_equilibrium_hold"": 340}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003002,S1_step_pos_008,B5,3002,B,True,,0.006952139999945454,0.019833484997798224,0.021505800003069453,360,0,0,0,5.070478200002981,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003003,S1_step_pos_008,B5,3003,B,True,,0.007202569999935804,0.020482285000980486,0.023815799999283627,360,0,0,0,5.194976800004952,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003004,S1_step_pos_008,B5,3004,B,True,,0.007244391666528019,0.021770694997030663,0.024616700000478886,360,0,0,0,5.293276499993226,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003005,S1_step_pos_008,B5,3005,B,True,,0.0069990391663345185,0.02012454999457987,0.022879800002556294,360,0,0,0,5.088148099996033,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003006,S1_step_pos_008,B5,3006,B,True,,0.007053056111019234,0.02028124499520345,0.04505020000215154,360,0,0,0,5.0448114000028,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003007,S1_step_pos_008,B5,3007,B,True,,0.007020423889156922,0.020921490000182532,0.023908000002847984,360,0,0,0,5.064553399999568,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003008,S1_step_pos_008,B5,3008,B,True,,0.007155392222537355,0.020077625003614232,0.02283490000263555,360,0,0,0,5.236579399999755,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003009,S1_step_pos_008,B5,3009,B,True,,0.006912140277785916,0.019394040000770475,0.022526799999468494,360,0,0,0,5.007379599999695,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003010,S1_step_pos_008,B5,3010,B,True,,0.0069693508331814275,0.020097420003367006,0.04739680000056978,360,0,0,0,5.023652900003071,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003011,S1_step_pos_008,B5,3011,B,True,,0.0071301263887410945,0.02013483999799064,0.02183330000116257,360,0,0,0,5.171225799997046,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003012,S1_step_pos_008,B5,3012,B,True,,0.007144710833482451,0.020231870005227394,0.023128699998778757,360,0,0,0,5.187116399996739,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003013,S1_step_pos_008,B5,3013,B,True,,0.006648718888714535,0.019213520002449514,0.02075429999968037,360,0,0,0,4.841953899995133,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003014,S1_step_pos_008,B5,3014,B,True,,0.007359456666684612,0.020564589999412426,0.023970700000063516,360,0,0,0,5.338378899999952,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003015,S1_step_pos_008,B5,3015,B,True,,0.006958925277588909,0.020506159994693015,0.02393659999506781,360,0,0,0,5.015369200002169,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003016,S1_step_pos_008,B5,3016,B,True,,0.007283136944938128,0.021960240000407794,0.05345089999900665,360,0,0,0,5.190370600001188,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003017,S1_step_pos_008,B5,3017,B,True,,0.0069583497222993175,0.01994057499941846,0.022707800002535805,360,0,0,0,5.012701699997706,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003018,S1_step_pos_008,B5,3018,B,True,,0.007075401388768417,0.019945444999757457,0.04942520000622608,360,0,0,0,5.109594199995627,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003019,S1_step_pos_008,B5,3019,B,True,,0.007065831388697714,0.021560864997081815,0.052832800000032876,360,0,0,0,5.029755899995507,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003020,S1_step_pos_008,B5,3020,B,True,,0.007034065555752831,0.019505745001515612,0.02294370000163326,360,0,0,0,5.097819000002346,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003021,S1_step_pos_008,B5,3021,B,True,,0.006961109444414938,0.019841820002693567,0.023368100002699066,360,0,0,0,5.028096499998355,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003022,S1_step_pos_008,B5,3022,B,True,,0.006955002777896071,0.020319465001011852,0.02252829999633832,360,0,0,0,5.040396199998213,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003023,S1_step_pos_008,B5,3023,B,True,,0.006803338611098298,0.01945513499922527,0.0240473000012571,360,0,0,0,4.897473000004538,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003024,S1_step_pos_008,B5,3024,B,True,,0.006810289722327272,0.0190750800044043,0.052070600002480205,360,0,0,0,4.891970000004221,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003025,S1_step_pos_008,B5,3025,B,True,,0.007060109999798038,0.019150450004599417,0.024735099999816157,360,0,0,0,5.1533102999965195,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003026,S1_step_pos_008,B5,3026,B,True,,0.007152362777782805,0.02094969999889145,0.04699089999485295,360,0,0,0,5.1577330000000075,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003027,S1_step_pos_008,B5,3027,B,True,,0.007356672777799152,0.02091239999863319,0.05015109999658307,360,0,0,0,5.2782701999967685,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003028,S1_step_pos_008,B5,3028,B,True,,0.007052307499988173,0.020092349994592952,0.023078899997926783,360,0,0,0,5.091430699998455,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-B::S1_step_pos_008::B5::seed-003029,S1_step_pos_008,B5,3029,B,True,,0.007216351944266029,0.020083939993855895,0.04671550000057323,360,0,0,0,5.220992299997306,0.0,,"{""optimal_discrete_shooting"": 19, ""optimal_idle_equilibrium_hold"": 341}","{""success"": 360}"
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003000,S1_step_pos_008,B0,3000,C,False,,,,,0,0,0,0,2.8665603999979794,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003001,S1_step_pos_008,B0,3001,C,False,,,,,0,0,0,0,2.7881012999932864,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003002,S1_step_pos_008,B0,3002,C,False,,,,,0,0,0,0,2.81532259999949,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003003,S1_step_pos_008,B0,3003,C,False,,,,,0,0,0,0,2.74419069999567,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003004,S1_step_pos_008,B0,3004,C,False,,,,,0,0,0,0,2.784024699998554,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003005,S1_step_pos_008,B0,3005,C,False,,,,,0,0,0,0,2.8377993000030983,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003006,S1_step_pos_008,B0,3006,C,False,,,,,0,0,0,0,2.687576300006185,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003007,S1_step_pos_008,B0,3007,C,False,,,,,0,0,0,0,2.922756100000697,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003008,S1_step_pos_008,B0,3008,C,False,,,,,0,0,0,0,2.6595035000063945,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003009,S1_step_pos_008,B0,3009,C,False,,,,,0,0,0,0,2.9357527999964077,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003010,S1_step_pos_008,B0,3010,C,False,,,,,0,0,0,0,2.765914799994789,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003011,S1_step_pos_008,B0,3011,C,False,,,,,0,0,0,0,2.7633598999964306,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003012,S1_step_pos_008,B0,3012,C,False,,,,,0,0,0,0,2.8161391000030562,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003013,S1_step_pos_008,B0,3013,C,False,,,,,0,0,0,0,2.8515056999967783,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003014,S1_step_pos_008,B0,3014,C,False,,,,,0,0,0,0,2.7210046999971382,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003015,S1_step_pos_008,B0,3015,C,False,,,,,0,0,0,0,2.8833127999969292,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003016,S1_step_pos_008,B0,3016,C,False,,,,,0,0,0,0,2.9673269000049913,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003017,S1_step_pos_008,B0,3017,C,False,,,,,0,0,0,0,2.950821899998118,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003018,S1_step_pos_008,B0,3018,C,False,,,,,0,0,0,0,2.8857209000052535,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003019,S1_step_pos_008,B0,3019,C,False,,,,,0,0,0,0,2.6462891999981366,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003020,S1_step_pos_008,B0,3020,C,False,,,,,0,0,0,0,2.9015654000031645,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003021,S1_step_pos_008,B0,3021,C,False,,,,,0,0,0,0,2.784663800004637,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003022,S1_step_pos_008,B0,3022,C,False,,,,,0,0,0,0,2.7423284000033163,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003023,S1_step_pos_008,B0,3023,C,False,,,,,0,0,0,0,2.7385877999986405,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003024,S1_step_pos_008,B0,3024,C,False,,,,,0,0,0,0,2.7564328000007663,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003025,S1_step_pos_008,B0,3025,C,False,,,,,0,0,0,0,2.76243219999742,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003026,S1_step_pos_008,B0,3026,C,False,,,,,0,0,0,0,2.821182799998496,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003027,S1_step_pos_008,B0,3027,C,False,,,,,0,0,0,0,2.850544599998102,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003028,S1_step_pos_008,B0,3028,C,False,,,,,0,0,0,0,2.757435700004862,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B0::seed-003029,S1_step_pos_008,B0,3029,C,False,,,,,0,0,0,0,2.7592070999962743,,,{},{}
phase-b1::final::sg-C::S1_step_pos_008::B2::seed-003000,S1_step_pos_008,B2,3000,C,True,,0.028799222500189594,0.03193867500376655,0.03444479999598116,360,0,0,0,14.371472400001949,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-C::S1_step_pos_008::B2::seed-003001,S1_step_pos_008,B2,3001,C,True,,0.028868692222305172,0.031901990000915245,0.040629499999340624,360,0,0,0,14.334434199998213,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-C::S1_step_pos_008::B2::seed-003002,S1_step_pos_008,B2,3002,C,True,,0.02835312416696575,0.030944439999802852,0.03618380000261823,360,0,0,0,14.09611450000375,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-C::S1_step_pos_008::B2::seed-003003,S1_step_pos_008,B2,3003,C,True,,0.028788671944251595,0.031856204998257455,0.03566830000636401,360,0,0,0,14.255436799998279,,,"{""optimal"": 360}","{""success"": 360}"
phase-b1::final::sg-C::S1_step_pos_008::B2::seed-003004,S1_step_pos_008,B2,3004,C,True,,0.029137985277743104,0.03226762999438506,0.03661229999852367,360,0,0,0,14.46476519999851,,,"{""optimal"": 360}","{""success"": 360}"
