scope,scenario_id,sg_level,attempted_pair_union_count,finite_pair_count,b5_success_rate,physically_feasible,mean_b0_freq_iae,mean_b5_freq_iae,frequency_iae_improvement_fraction,frequency_iae_improvement_ci95_low,frequency_iae_improvement_ci95_high,max_frequency_worsening_fraction,max_frequency_worsening_ci95_low,max_frequency_worsening_ci95_high,sg_mileage_improvement_fraction,sg_mileage_improvement_ci95_low,sg_mileage_improvement_ci95_high,frequency_value_gate,resource_value_gate,materiality_gate_passed,iae_sign_flip_pvalue,iae_wilcoxon_pvalue,max_frequency_sign_flip_pvalue,max_frequency_wilcoxon_pvalue,sg_mileage_sign_flip_pvalue,sg_mileage_wilcoxon_pvalue
scenario,S2_sluggish_switch_090,B,30,30,1.0,True,1.2531719372511234,1.0117930516203453,0.19258704122973486,0.18383283118483273,0.20287594722246788,0.02018427442553703,0.01971652569318539,0.020637475203928737,0.6423458360178133,0.6212282251878569,0.6635046260791023,False,True,True,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09
scenario,S2_sluggish_switch_090,C,30,30,1.0,True,2.6841858008857473,1.2255259030123602,0.5433918214065361,0.5249801396485114,0.5633106007873816,0.0007117047273955528,8.472035437011247e-05,0.0013107045823831194,0.5821974093112943,0.5638848659182077,0.597812112485504,True,True,True,9.999000099990002e-05,1.862645149230957e-09,0.030796920307969204,0.024786051362752914,9.999000099990002e-05,1.862645149230957e-09
scenario,S3_derated_coincident,ALL,90,90,1.0,True,1.6143715534406653,1.0008965114787143,0.29658675955015557,0.2545894518239495,0.33835288389298496,0.03327590282352024,0.027394313103551404,0.03912873355165037,0.5977231589330688,0.567227113824195,0.6278983087703655,False,True,True,9.999000099990002e-05,1.7437900167092118e-16,9.999000099990002e-05,3.370270859422716e-15,9.999000099990002e-05,1.7437900167092118e-16
scenario,S3_derated_coincident,A,30,30,1.0,True,0.9700771371068201,0.8490094422265854,0.12477296712434788,0.12126783745074475,0.12821917765978658,0.06792371682299328,0.06738434312662277,0.06844942589409121,0.4467246796915922,0.4208602591306388,0.4708596820320216,False,True,True,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09
scenario,S3_derated_coincident,B,30,30,1.0,True,1.2605474153515885,1.000065296723161,0.20656632685505388,0.15833605327746264,0.25455782283775363,0.030779850684534114,0.026181280804948272,0.035969113662890066,0.767863324207756,0.7372051001843631,0.7958829862838923,False,True,True,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09
scenario,S3_derated_coincident,C,30,30,1.0,True,2.6124901078635863,1.1536147954863964,0.5584209846710648,0.5578308182740569,0.5589761763139055,0.0011241409630333254,0.00043493133663129895,0.0017991921177768347,0.5785814728998581,0.5712655056244074,0.5856589600355131,True,True,True,9.999000099990002e-05,1.862645149230957e-09,0.0037996200379962005,0.002560090273618698,9.999000099990002e-05,1.862645149230957e-09
scenario,S4_unavailable_coincident,ALL,90,90,1.0,True,2.043387102105554,1.592967337782731,0.10758365287425192,0.05341583282231298,0.1630782898498817,0.025432034717911414,0.02376514801534716,0.02698012633133822,0.553383609924979,0.5249601016966118,0.5804853740905086,False,True,True,9.999000099990002e-05,0.01403126394580273,9.999000099990002e-05,1.7437900167092118e-16,9.999000099990002e-05,1.7437900167092118e-16
scenario,S4_unavailable_coincident,A,30,30,1.0,True,1.2450390494694656,1.3757069537510567,-0.10493944732773117,-0.11497388110956137,-0.08711693395828647,0.0296487660076344,0.029180084885912557,0.030120421946773186,0.6134216372491947,0.5952526110249324,0.6250303383989945,False,False,False,9.999000099990002e-05,3.7904828786849976e-06,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09
scenario,S4_unavailable_coincident,B,30,30,1.0,True,1.5854798955955725,1.6500407493706564,-0.04099303647383149,-0.07855721581241802,0.004335393927722751,0.03082133212672362,0.0303501252148873,0.03129344628787199,0.6777386815897748,0.6734246727288246,0.6817239282981061,False,False,False,0.06159384061593841,0.1459994912147522,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09
scenario,S4_unavailable_coincident,C,30,30,1.0,True,3.299642361251624,1.7531543102264797,0.46868344242431836,0.4633183119453357,0.4762806527990185,0.01582600601937622,0.013523378475389846,0.01778995938516105,0.3689905109359678,0.35902738987692984,0.3790807819566348,True,True,True,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09
scenario,S5_multi_switch_stochastic,ALL,90,90,1.0,True,0.5382833201863992,0.5855328628692729,-0.08812901215024722,-0.14001814355614386,-0.041918658843341304,-0.0016403303279337027,-0.029089110742558363,0.027489418820410238,0.9596379852512563,0.9190163275265822,0.990014505536304,False,False,False,0.00019998000199980003,0.03312003684385885,0.7432256774322568,0.36633767592218636,9.999000099990002e-05,1.8601087313585128e-16
scenario,S5_multi_switch_stochastic,A,30,30,1.0,True,0.5380246589283092,0.6123742602110733,-0.1381884413887621,-0.2731465426965435,-0.031370366506861286,0.027675243728677617,-0.03275788962517617,0.09731570615343578,0.9003940224403898,0.7831949126283086,0.9890381398716508,False,False,False,0.0217978202179782,0.15188691951334476,0.48135186481351866,0.8871948085725307,9.999000099990002e-05,5.587935447692871e-09
scenario,S5_multi_switch_stochastic,B,30,30,1.0,True,0.5384384220370004,0.5714451526684775,-0.06187083042384845,-0.1262332100855347,-0.00294116644924942,-0.016759515127598327,-0.055391736098562586,0.022758617586573354,0.9858688076103905,0.9640300595089398,1.0,False,False,False,0.0634936506349365,0.2988441474735737,0.3080691930806919,0.3598779272288084,9.999000099990002e-05,1.862645149230957e-09
scenario,S5_multi_switch_stochastic,C,30,30,1.0,True,0.538386879593888,0.572779175728268,-0.06432776463813115,-0.1292694209686169,-0.0046387060656365615,-0.01583671958488038,-0.054670457684704736,0.023556845108454204,0.992651125702989,0.9843377848129067,0.9989293938870386,False,False,False,0.0570942905709429,0.28936620615422726,0.33696630336966304,0.4161298982799053,9.999000099990002e-05,1.862645149230957e-09
scenario,S6_sluggish_coincident_high_noise,ALL,90,90,1.0,True,1.9017159661632197,1.2752947788844564,0.2604560908751515,0.21664989394364687,0.3044576965074799,0.02461134953475453,0.02026179211504372,0.02930878382921743,0.4455924637340388,0.3877766883311271,0.5015518777154272,False,True,True,9.999000099990002e-05,1.1683554929408161e-14,9.999000099990002e-05,5.0610865650540974e-14,9.999000099990002e-05,1.8231184212213344e-15
scenario,S6_sluggish_coincident_high_noise,A,30,30,1.0,True,1.3031320769232628,1.177161797652963,0.09653533638488566,0.057250491746859505,0.13869389505739427,0.03275168040274675,0.021477346116579508,0.0441643515118187,0.7085727371444858,0.6828120103649081,0.7331640387002664,False,True,True,9.999000099990002e-05,1.218356192111969e-05,9.999000099990002e-05,3.049522638320923e-05,9.999000099990002e-05,1.862645149230957e-09
scenario,S6_sluggish_coincident_high_noise,B,30,30,1.0,True,1.557668707927499,1.3198687294238056,0.15203737285136526,0.11180612955774631,0.18908881820998905,0.025961212091643433,0.022097845056163357,0.029448893027218804,0.527069689604381,0.4883185521425031,0.5633440684763422,False,True,True,9.999000099990002e-05,1.4193356037139893e-06,9.999000099990002e-05,5.587935447692871e-09,9.999000099990002e-05,1.862645149230957e-09
scenario,S6_sluggish_coincident_high_noise,C,30,30,1.0,True,2.8443471136388974,1.3288538095766007,0.5327955633892038,0.5264959386538883,0.5389327204412746,0.015121156109873406,0.010380400653853062,0.0197533870784469,0.1011349644532493,0.05209375910080978,0.14695193604254508,True,False,True,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,5.973502993583679e-06,0.00029997000299970003,0.0005054883658885956
scenario,S6_sluggish_coincident_low_noise,ALL,90,90,1.0,True,1.7328476708307408,1.2412212612474127,0.16482559173695674,0.10227299765109547,0.2276676547313257,0.022967058977075214,0.021643650199418447,0.024228358869076275,0.6107559858012156,0.5823049719978166,0.6366497162282422,False,True,True,9.999000099990002e-05,1.6005882171800814e-06,9.999000099990002e-05,1.7437900167092118e-16,9.999000099990002e-05,1.8034059447633587e-16
