scope,scenario_id,sg_level,attempted_pair_union_count,finite_pair_count,b5_success_rate,physically_feasible,mean_b0_freq_iae,mean_b5_freq_iae,frequency_iae_improvement_fraction,frequency_iae_improvement_ci95_low,frequency_iae_improvement_ci95_high,max_frequency_worsening_fraction,max_frequency_worsening_ci95_low,max_frequency_worsening_ci95_high,sg_mileage_improvement_fraction,sg_mileage_improvement_ci95_low,sg_mileage_improvement_ci95_high,frequency_value_gate,resource_value_gate,materiality_gate_passed,iae_sign_flip_pvalue,iae_wilcoxon_pvalue,max_frequency_sign_flip_pvalue,max_frequency_wilcoxon_pvalue,sg_mileage_sign_flip_pvalue,sg_mileage_wilcoxon_pvalue
scenario,S6_sluggish_coincident_low_noise,A,30,30,1.0,True,1.0884608100145647,1.299695825098321,-0.19422084805738793,-0.23363829757910604,-0.1587912174603121,0.02662224717670481,0.026133532527079013,0.027107783399362713,0.5274159822388058,0.460384019826138,0.5849724729056395,False,False,False,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,3.725290298461914e-09
scenario,S6_sluggish_coincident_low_noise,B,30,30,1.0,True,1.3439931913782326,1.1372291913196655,0.15381356891232292,0.12989000019519875,0.1757552103650602,0.0273610791557722,0.026866840129916948,0.02784922034542881,0.6647249444355009,0.6301423939553495,0.6981488328515165,False,True,True,9.999000099990002e-05,5.587935447692871e-09,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09
scenario,S6_sluggish_coincident_low_noise,C,30,30,1.0,True,2.766089011099425,1.2867387673242516,0.5348840543559352,0.5066906721863743,0.5654929881851691,0.014917850598748634,0.0133470269918523,0.016207241510409878,0.6401270307293401,0.6174117968289387,0.6605079563689789,True,True,True,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09
scenario,S6_sluggish_coincident_medium_noise,ALL,90,90,1.0,True,1.733934051926123,1.2546092826104855,0.15764174976023929,0.09403357585565193,0.22120590227634868,0.0229633261383255,0.021640387971826353,0.024225251750134815,0.6191344570869024,0.5911772435943572,0.6445435603070672,False,True,True,9.999000099990002e-05,4.45338038076903e-06,9.999000099990002e-05,1.7437900167092118e-16,9.999000099990002e-05,1.7437900167092118e-16
scenario,S6_sluggish_coincident_medium_noise,A,30,30,1.0,True,1.0893759748380887,1.3029272947821624,-0.19618099394342733,-0.23549135196223736,-0.1614216529967315,0.026619605156713425,0.026132848014427258,0.0271038058422414,0.5295794778981976,0.46550690015566654,0.5856960911780904,False,False,False,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09
scenario,S6_sluggish_coincident_medium_noise,B,30,30,1.0,True,1.345048274658676,1.1559500851942528,0.14059928875806196,0.10102503637399718,0.17178724394587502,0.027358222646427257,0.026868400321233075,0.02784734751831987,0.6772563546651884,0.6452208320996693,0.7084275553411103,False,True,True,9.999000099990002e-05,5.144625902175903e-06,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09
scenario,S6_sluggish_coincident_medium_noise,C,30,30,1.0,True,2.7673779062816033,1.3049504678550419,0.5285069544660831,0.501465295036262,0.5586709159491351,0.014912150611835807,0.0133405022569772,0.016197951142470683,0.6505675386973209,0.6312179013907248,0.668279966576624,True,True,True,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09,9.999000099990002e-05,1.862645149230957e-09
scenario,S7_ood_asymmetric_limit,ALL,150,150,1.0,True,1.6069114303239402,1.29472700044098,0.0981351308762449,0.04525533445528274,0.15098574047131585,0.013495952798852727,0.011971134981032099,0.014951725155740064,0.35262502053885575,0.3174310837055986,0.38513121758051705,False,True,True,9.999000099990002e-05,0.000534983156706733,9.999000099990002e-05,3.200830561072671e-23,9.999000099990002e-05,1.5673751572000588e-20
scenario,S7_ood_asymmetric_limit,A,50,50,1.0,True,0.9646413065033755,0.8031453498672347,0.16749156306192511,0.137509219545806,0.19683520427529272,0.019561443908279814,0.019193736812979593,0.01992695401442446,0.22346360940309848,0.13830640237956154,0.3010952643754011,True,True,True,9.999000099990002e-05,2.022026990289305e-11,9.999000099990002e-05,1.7763568394002505e-15,9.999000099990002e-05,9.364108866094512e-07
scenario,S7_ood_asymmetric_limit,B,50,50,1.0,True,1.2490719694751737,1.6577691893326894,-0.32716839733052316,-0.34129666193964925,-0.3188574365532503,0.020302495829809263,0.01984737738453448,0.020802790827542626,0.5201407057015879,0.5136030297356743,0.525793150712791,False,False,False,9.999000099990002e-05,1.7763568394002505e-15,9.999000099990002e-05,1.7763568394002505e-15,9.999000099990002e-05,1.7763568394002505e-15
scenario,S7_ood_asymmetric_limit,C,50,50,1.0,True,2.607021014993271,1.4232664621230169,0.45408222689733263,0.44649537018832963,0.4611426169015325,0.0006239186584691065,0.00013870615019706477,0.0010871706931965272,0.3142707465118809,0.3018239659614708,0.32589259188793396,True,True,True,9.999000099990002e-05,1.7763568394002505e-15,0.012398760123987601,0.009674503529771172,9.999000099990002e-05,1.7763568394002505e-15
scenario,S8_ood_time_varying_delay,ALL,150,150,1.0,True,1.6202306519009249,0.8944428878286925,0.33690607780579473,0.2897607515324047,0.3819905188793239,0.013495952798852727,0.011971134981032099,0.014951725155740064,0.5409057203737905,0.49997725142547556,0.5801519841897261,True,True,True,9.999000099990002e-05,1.03334588290341e-21,9.999000099990002e-05,3.200830561072671e-23,9.999000099990002e-05,1.3578004175254373e-25
scenario,S8_ood_time_varying_delay,A,50,50,1.0,True,0.9657970831615414,0.9277495804901436,0.03953441642622655,-0.02444457496365383,0.10402055185644814,0.019561443908279814,0.019193736812979593,0.01992695401442446,0.22857369406464534,0.17201710385331528,0.28331742612438077,False,True,True,0.24227577242275772,0.22974800885474522,9.999000099990002e-05,1.7763568394002505e-15,9.999000099990002e-05,3.3822118439275073e-09
scenario,S8_ood_time_varying_delay,B,50,50,1.0,True,1.2502237092831099,0.8655720415381751,0.30771871899228764,0.2937596111423147,0.3156069516481704,0.020302495829809263,0.01984737738453448,0.020802790827542626,0.7403206083756483,0.7341673101984215,0.7445945803531573,False,True,True,9.999000099990002e-05,3.552713678800501e-15,9.999000099990002e-05,1.7763568394002505e-15,9.999000099990002e-05,1.7763568394002505e-15
scenario,S8_ood_time_varying_delay,C,50,50,1.0,True,2.6446711632581223,0.8900070414577586,0.66346509799887,0.6616168892782126,0.6654136439576531,0.0006239186584691065,0.00013870615019706477,0.0010871706931965272,0.6538228586810776,0.647292401797515,0.6604941653753565,True,True,True,9.999000099990002e-05,1.7763568394002505e-15,0.012398760123987601,0.009674503529771172,9.999000099990002e-05,1.7763568394002505e-15
scenario,S9_compound_unavailable_double_step,ALL,150,150,1.0,True,4.251030954728536,2.975302093586452,0.18663561532506687,0.15433928819596343,0.2194912275647957,0.01888368389292989,0.016695026079074353,0.02099311841921786,0.43510968032547775,0.41586314241533423,0.45392327624787493,True,True,True,9.999000099990002e-05,6.773352907909696e-23,9.999000099990002e-05,1.2679630982879976e-24,9.999000099990002e-05,2.2996057560669792e-26
scenario,S9_compound_unavailable_double_step,A,50,50,1.0,True,2.5082519040392595,2.3551962105186304,0.060985885558420376,0.05343989850068185,0.07013293881204277,0.02971066604296893,0.029420134240042955,0.03000875023727284,0.5764070931947729,0.5650085005710497,0.5857996426560945,False,True,True,9.999000099990002e-05,1.7763568394002505e-15,9.999000099990002e-05,1.7763568394002505e-15,9.999000099990002e-05,1.7763568394002505e-15
scenario,S9_compound_unavailable_double_step,B,50,50,1.0,True,2.549934564875456,2.4682531434327624,0.032062636658493904,0.012049572222217045,0.05254538438188269,0.02590719435864016,0.024707140603524965,0.0279578459603611,0.42156661731734224,0.40636066167621954,0.43595507876321155,False,True,True,0.0021997800219978004,0.0069413795797625966,9.999000099990002e-05,1.7763568394002505e-15,9.999000099990002e-05,1.7763568394002505e-15
scenario,S9_compound_unavailable_double_step,C,50,50,1.0,True,7.694906395270895,4.102456926807963,0.46685832375828623,0.46287291716439827,0.47094025601483414,0.00103319127718058,0.0006150297610800328,0.0014393758747649557,0.3073553304643182,0.2983872741278413,0.3163612669681458,True,True,True,9.999000099990002e-05,1.7763568394002505e-15,9.999000099990002e-05,9.898605478397826e-06,9.999000099990002e-05,1.7763568394002505e-15
