method,candidate_set_contains_truth,censoring_time_s,classifier,detection_censored,detection_delay_s,from_mode,run_id,scenario_id,schema_version,seed,sg_level,switch_time_s,to_mode
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003002,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3002,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003002,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3002,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003003,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3003,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003003,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3003,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003004,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3004,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.5,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003004,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3004,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003005,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3005,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003005,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3005,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003006,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3006,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,1.5,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003006,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3006,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003007,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3007,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003007,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3007,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003008,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3008,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003008,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3008,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003009,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3009,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003009,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3009,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,3.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003010,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3010,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003010,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3010,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003011,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3011,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003011,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3011,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003012,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3012,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003012,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3012,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003013,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3013,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003013,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3013,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003014,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3014,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003014,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3014,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.5,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003015,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3015,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003015,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3015,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003016,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3016,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003016,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3016,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003017,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3017,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003017,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3017,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003018,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3018,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003018,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3018,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003019,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3019,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003019,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3019,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003020,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3020,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003020,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3020,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003021,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3021,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003021,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3021,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003022,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3022,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003022,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3022,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003023,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3023,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003023,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3023,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003024,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3024,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003024,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3024,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003025,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3025,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003025,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3025,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003026,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3026,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003026,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3026,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003027,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3027,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003027,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3027,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003028,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3028,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003028,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3028,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003029,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3029,B,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-B::S2_sluggish_switch_060::P_old::seed-003029,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3029,B,60.0,sluggish
P_old,True,,current_native_diagnostic,False,6.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003000,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3000,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003000,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3000,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003001,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3001,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003001,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3001,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003002,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3002,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003002,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3002,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003003,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3003,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003003,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3003,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003004,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3004,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,3.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003004,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3004,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003005,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3005,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003005,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3005,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003006,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3006,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003006,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3006,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,6.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003007,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3007,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,4.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003007,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3007,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003008,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3008,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003008,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3008,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,3.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003009,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3009,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,3.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003009,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3009,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003010,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3010,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003010,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3010,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,3.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003011,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3011,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,3.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003011,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3011,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003012,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3012,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003012,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3012,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003013,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3013,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003013,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3013,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003014,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3014,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003014,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3014,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003015,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3015,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003015,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3015,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,3.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003016,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3016,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,3.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003016,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3016,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003017,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3017,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003017,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3017,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003018,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3018,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003018,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3018,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003019,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3019,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003019,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3019,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003020,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3020,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003020,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3020,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003021,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3021,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003021,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3021,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003022,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3022,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,3.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003022,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3022,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003023,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3023,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003023,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3023,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003024,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3024,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003024,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3024,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,4.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003025,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3025,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,3.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003025,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3025,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003026,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3026,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,3.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003026,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3026,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003027,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3027,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003027,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3027,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,2.5,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003028,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3028,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,2.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003028,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3028,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,3.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003029,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3029,C,60.0,sluggish
P_old,True,,evaluation_only_bayes_correct_candidates,False,3.0,nominal,phase-b1::final::sg-C::S2_sluggish_switch_060::P_old::seed-003029,S2_sluggish_switch_060,d5freq.phase_b1.compact_episode_audits.v1,3029,C,60.0,sluggish
P_old,True,,current_native_diagnostic,False,1.5,nominal,phase-b1::final::sg-A::S3_derated_coincident::P_old::seed-003000,S3_derated_coincident,d5freq.phase_b1.compact_episode_audits.v1,3000,A,60.0,derated
P_old,True,,evaluation_only_bayes_correct_candidates,False,0.5,nominal,phase-b1::final::sg-A::S3_derated_coincident::P_old::seed-003000,S3_derated_coincident,d5freq.phase_b1.compact_episode_audits.v1,3000,A,60.0,derated
P_old,True,,current_native_diagnostic,False,1.5,nominal,phase-b1::final::sg-A::S3_derated_coincident::P_old::seed-003001,S3_derated_coincident,d5freq.phase_b1.compact_episode_audits.v1,3001,A,60.0,derated
