event,information_gramian,pairwise_predictive_divergence,threshold
nominal_to_headroom_or_current_limited,0.0002372732342869991,1.7962260861035983e-10,181.84033712682086
nominal_to_energy_limited,0.0,0.0,181.84033712682086
nominal_to_communication_degraded,0.0,0.0,181.84033712682086
nominal_to_service_disabled,0.0,0.0,181.84033712682086
nominal_to_recovery,0.0005328081116433356,4.0363505937315977e-10,181.84033712682086
nominal_to_structural_ood,0.0037485653000870044,2.8500175606291262e-09,181.84033712682086
