control_cycles,fallback_cycles,fallback_after_fallback_cycles,layer_classification_fraction,mathematical_vs_numerical_identifiable,terminal_reject_identifiable,actual_model_action_match_identifiable,scientific_interpretation
12400,238,78,1.0,False,True,False,legacy 1.846% cannot be called mathematical infeasibility or method-class failure
