accr_episodes,certificate_episode_coverage,certificate_issues,certificate_revocations,nonzero_certified_surplus_episodes,probe_active_calls,probe_command_l1_pu_s,a3_worst_incremental_frequency_hz,a3_worst_incremental_ace_fraction,a3_worst_incremental_tie_fraction
20,0.8,52,40,16,479,2.73,0.005516100131020085,0.019499727803570288,0.005959636125933966
