attempted_optimization_calls,solver_failure_calls,solver_failure_rate_all_attempts,restoration_calls,fallback_calls,denominator_rule
8626,44,0.005100857871551124,0,0,ALL_ATTEMPTED_OPTIMIZATION_CALLS
