quantity,one_step_radius,terminal_limit,compatible_at_zero_state,excess
frequency_area_1_hz,0.39978253285685744,0.3,False,0.09978253285685745
frequency_area_2_hz,0.3548131868139616,0.3,False,0.054813186813961634
tie_pu,0.10434633159818879,0.08,False,0.02434633159818879
ace_area_1_pu,0.2722549953980689,0.15,False,0.12225499539806892
ace_area_2_pu,0.2533678700600527,0.15,False,0.10336787006005269
