scenario_id,method,plant,mechanism,sg_tension,period_s,condition,registered_domain,evaluation_status,capability_change_time_s,physical_success,fallback_calls,surplus_active_calls,controller_calls,excited_calls,excitation_fraction,request_span_pu,maximum_request_pu,reconstruction_scope
R5-V-A-063,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,2.0,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,101.5757161694912,False,0,0,151,89,0.5894039735099338,0.10003711839517716,0.09995638493362785,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-064,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,2.0,known,SUSTAINABLE,EVALUATED,115.37567144424312,True,0,0,151,0,0.0,0.035325184472258686,0.029717350380955947,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-065,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,2.0,OOD,SUSTAINABLE,EVALUATED,111.95889188960435,True,0,0,151,0,0.0,0.023617649593655643,0.023617649593655643,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-066,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,2.0,OOD,SUSTAINABLE,EVALUATED,127.77850095867024,True,0,0,151,0,0.0,0.03236769335893914,0.029273245825413095,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-067,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,2.0,OOD,BRIDGE,EVALUATED,125.83121846983971,True,0,0,151,0,0.0,0.04509190901244577,0.04499721741586036,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-068,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,2.0,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,100.33310891322552,False,0,0,151,96,0.6357615894039735,0.05792712154699366,0.05792712154699366,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-069,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,2.0,OOD,BRIDGE,EVALUATED,126.29553699299565,True,0,0,150,0,0.0,0.044270450907242465,0.03610138331792533,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-070,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,4.0,OOD,SUSTAINABLE,EVALUATED,109.57844218847809,True,0,0,76,0,0.0,0.02616628562208277,0.026104477860863916,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-071,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,4.0,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,118.24516285803705,False,0,0,76,0,0.0,0.03476825738519473,0.03476825738519473,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-072,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,4.0,OOD,SUSTAINABLE,EVALUATED,133.82385109015533,True,0,0,76,0,0.0,0.026277122992107563,0.02619689782058384,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-073,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,4.0,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,133.7162403899968,False,0,0,75,45,0.6,0.051593243725866406,0.051593243725866406,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-074,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,4.0,known,BRIDGE,EVALUATED,110.07550862340511,True,0,0,76,0,0.0,0.045675792240149185,0.044983225634459285,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-075,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,4.0,known,BRIDGE,EVALUATED,118.51329714759561,True,0,0,76,0,0.0,0.0287453050254365,0.028686535206711362,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-076,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,4.0,OOD,SUSTAINABLE,EVALUATED,106.85001191277864,True,0,0,75,0,0.0,0.02880712579541145,0.026209098648688686,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-077,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,4.0,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,109.39244339967324,False,0,0,76,41,0.5394736842105263,0.046353633056338696,0.04621889007734534,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-078,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,4.0,known,SUSTAINABLE,EVALUATED,126.90239327882182,True,0,0,76,0,0.0,0.026179162684708997,0.026099131689097183,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-079,dcsv_cr_mpc,A_full_nonlinear,ramp_drop,high,4.0,known,SUSTAINABLE,EVALUATED,124.00613544633904,True,0,0,76,0,0.0,0.008620380865264086,0.008558271873845346,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-080,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,2.0,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,124.33915161594034,False,0,0,150,56,0.37333333333333335,0.18159830100881413,0.10158641474903553,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-081,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,2.0,known,SUSTAINABLE,EVALUATED,107.3786239736748,False,63,0,151,78,0.5165562913907285,0.20499241738891513,0.11891196694224664,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-082,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,2.0,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,111.59778292706031,False,26,0,151,82,0.543046357615894,0.13828444850348154,0.07458485493961398,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-083,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,2.0,OOD,SUSTAINABLE,EVALUATED,123.1976292867369,True,0,0,151,0,0.0,0.039614717917788464,0.03952629608803071,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-084,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,2.0,OOD,SUSTAINABLE,EVALUATED,116.43132339058283,True,0,0,151,0,0.0,0.04855125995209554,0.03970483560130923,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-085,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,2.0,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,134.69108913736812,False,24,1,151,74,0.4900662251655629,0.18158015038269482,0.11815601682010567,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-086,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,2.0,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,131.37586796435798,False,28,0,151,84,0.5562913907284768,0.20517894278224602,0.1291511766375731,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-087,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,2.0,OOD,SUSTAINABLE,EVALUATED,105.934141283995,True,0,0,150,0,0.0,0.021508757504458083,0.021508757504458083,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-088,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,2.0,OOD,BRIDGE,EVALUATED,129.50526116667737,False,0,0,151,93,0.6158940397350994,0.058605235318644464,0.05846467139712174,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-089,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,2.0,known,SUSTAINABLE,EVALUATED,107.98978199227437,False,77,0,151,89,0.5894039735099338,0.18291519525339517,0.10711744541489647,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-090,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,4.0,OOD,SUSTAINABLE,EVALUATED,118.40311031259266,True,0,0,75,32,0.4266666666666667,0.04527638865118751,0.04527638865118751,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-091,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,4.0,known,BRIDGE,EVALUATED,123.63061521843858,False,20,0,76,36,0.47368421052631576,0.20409611470128608,0.12137547884492882,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-092,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,4.0,OOD,SUSTAINABLE,EVALUATED,117.87245829900701,True,0,0,76,0,0.0,0.015023239034089026,0.014971670055104278,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-093,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,4.0,OOD,BRIDGE,EVALUATED,102.19685796004433,False,29,0,76,52,0.6842105263157895,0.16937872035390034,0.11071416227570208,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-094,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,4.0,known,SUSTAINABLE,EVALUATED,131.5650600692957,False,18,0,76,32,0.42105263157894735,0.244506271410942,0.13386832774595314,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-095,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,4.0,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,116.05936003864332,False,8,0,76,42,0.5526315789473685,0.17181152174742576,0.1188640646911676,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-096,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,4.0,known,SUSTAINABLE,EVALUATED,134.9560260191539,False,4,0,75,14,0.18666666666666668,0.14813440871591332,0.10935034505915196,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-097,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,4.0,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,113.18550544324435,False,14,0,76,47,0.618421052631579,0.16769192370991426,0.13283005029062694,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-098,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,4.0,OOD,BRIDGE,EVALUATED,125.96024499846094,True,0,0,76,48,0.631578947368421,0.04572246289973946,0.045639964598337926,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-099,dcsv_cr_mpc,A_full_nonlinear,delay_increase,low,4.0,OOD,SUSTAINABLE,EVALUATED,111.79934661697197,False,7,0,76,36,0.47368421052631576,0.19686680739377738,0.10983809023804997,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-100,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,2.0,OOD,BRIDGE,EVALUATED,132.04470755574027,True,0,0,150,66,0.44,0.045106311937931035,0.04502630524549636,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-101,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,2.0,OOD,BRIDGE,EVALUATED,114.95434753538983,True,0,0,151,77,0.5099337748344371,0.04517651893313877,0.04506599730536814,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-102,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,2.0,known,SUSTAINABLE,EVALUATED,132.64347483718404,False,62,0,151,72,0.4768211920529801,0.18358339162431375,0.11857720823879485,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-103,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,2.0,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,103.75577760564424,False,5,0,151,98,0.6490066225165563,0.16731050850797644,0.16716424826962467,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-104,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,2.0,known,SUSTAINABLE,EVALUATED,115.14315285951018,False,65,0,151,73,0.48344370860927155,0.18315019932522397,0.1181967299586901,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-105,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,2.0,OOD,SUSTAINABLE,EVALUATED,107.32842525905679,True,0,0,151,0,0.0,0.01602526816498244,0.016009310311978164,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-106,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,2.0,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,126.15165652686777,False,8,0,151,98,0.6490066225165563,0.17962887320169965,0.15083348734984542,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-107,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,2.0,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,104.05573843375531,False,21,0,150,86,0.5733333333333334,0.1816219542166408,0.09986941720012438,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-108,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,2.0,OOD,SUSTAINABLE,EVALUATED,132.38795620075922,False,46,0,151,67,0.44370860927152317,0.1432998109290785,0.09073916164913988,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-109,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,2.0,known,SUSTAINABLE,EVALUATED,125.29620258026092,False,47,0,150,76,0.5066666666666667,0.17998493383105935,0.10685121718909096,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-110,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,4.0,known,BRIDGE,EVALUATED,110.46352646125916,False,9,0,76,18,0.23684210526315788,0.149051098652092,0.1237914030849725,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-111,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,4.0,known,SUSTAINABLE,EVALUATED,133.32788559863124,False,11,0,76,21,0.27631578947368424,0.21061738671804134,0.12623286803897832,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-112,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,4.0,known,SUSTAINABLE,EVALUATED,129.85781073764187,False,23,0,76,33,0.4342105263157895,0.15421428404188808,0.13105908110997627,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-113,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,4.0,OOD,BRIDGE,EVALUATED,100.55626983170424,False,24,0,75,40,0.5333333333333333,0.14005225869745166,0.11316014142606168,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-114,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,4.0,OOD,SUSTAINABLE,EVALUATED,129.55613207671271,False,8,0,76,34,0.4473684210526316,0.18236471875037163,0.11090997511836681,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-115,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,4.0,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,133.62766199996355,False,0,0,76,38,0.5,0.09575164452124989,0.05372036789710785,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-116,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,4.0,OOD,SUSTAINABLE,EVALUATED,109.2284451042421,False,14,0,75,41,0.5466666666666666,0.19721548125954305,0.11098348593290805,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-117,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,4.0,OOD,SUSTAINABLE,EVALUATED,128.2160931241692,True,0,0,75,0,0.0,0.026191610641490077,0.026096923809480154,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-118,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,4.0,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,116.97557280099922,False,13,0,76,49,0.6447368421052632,0.1360354458628886,0.11814580410415257,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-A-119,dcsv_cr_mpc,A_full_nonlinear,delay_increase,high,4.0,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,127.44875942582091,False,5,0,76,43,0.5657894736842105,0.20031047746030553,0.19392744539786916,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-000,dcsv_cr_mpc,B_native_ANDES_Kundur,power_drop,stressed,2.0,known,SUSTAINABLE,EVALUATED,128.1290750878942,True,0,0,151,0,0.0,0.004752049651974621,0.003719500061360903,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-001,dcsv_cr_mpc,B_native_ANDES_Kundur,power_drop,base,2.0,OOD,SUSTAINABLE,EVALUATED,114.04659536458244,True,0,0,150,0,0.0,0.002134443861720403,0.0017017619795199335,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-002,dcsv_cr_mpc,B_native_ANDES_Kundur,power_drop,base,2.0,known,SUSTAINABLE,EVALUATED,125.96763911347443,True,0,0,151,0,0.0,0.002744357958597121,0.00241030417659871,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-003,dcsv_cr_mpc,B_native_ANDES_Kundur,power_drop,stressed,4.0,known,SUSTAINABLE,EVALUATED,111.9734838295869,True,0,0,76,0,0.0,0.0024418703516605467,0.0016040855610299776,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-004,dcsv_cr_mpc,B_native_ANDES_Kundur,power_drop,base,4.0,OOD,SUSTAINABLE,EVALUATED,119.42712119113645,True,0,0,76,0,0.0,0.0020257541964227577,0.001603510238469552,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-005,dcsv_cr_mpc,B_native_ANDES_Kundur,power_drop,stressed,2.0,known,SUSTAINABLE,EVALUATED,108.54541128750223,True,0,0,151,0,0.0,0.002597926390422667,0.002400419462773251,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-006,dcsv_cr_mpc,B_native_ANDES_Kundur,power_drop,stressed,4.0,OOD,SUSTAINABLE,EVALUATED,106.18571861098079,True,0,0,76,0,0.0,0.0027987476396216238,0.0027492028131947954,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-007,dcsv_cr_mpc,B_native_ANDES_Kundur,power_drop,base,4.0,OOD,SUSTAINABLE,EVALUATED,120.13096499256127,True,0,0,75,0,0.0,0.0016559902051427322,0.0011091611497366927,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-008,dcsv_cr_mpc,B_native_ANDES_Kundur,ramp_drop,base,2.0,known,SUSTAINABLE,EVALUATED,106.25430861762757,True,0,0,151,0,0.0,0.001875418292899944,0.001775792077631122,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-009,dcsv_cr_mpc,B_native_ANDES_Kundur,ramp_drop,base,4.0,known,SUSTAINABLE,EVALUATED,117.67453395533789,True,0,0,76,0,0.0,0.0021257225873014263,0.001578528606727303,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-010,dcsv_cr_mpc,B_native_ANDES_Kundur,ramp_drop,stressed,2.0,OOD,SUSTAINABLE,EVALUATED,104.38142662293308,True,0,0,151,0,0.0,0.003122522242657688,0.002788919785758903,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-011,dcsv_cr_mpc,B_native_ANDES_Kundur,ramp_drop,base,2.0,known,SUSTAINABLE,EVALUATED,126.71105561225299,True,0,0,151,0,0.0,0.0020624228921400922,0.0015061975177838027,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-012,dcsv_cr_mpc,B_native_ANDES_Kundur,ramp_drop,stressed,2.0,OOD,SUSTAINABLE,EVALUATED,127.63407862753888,True,0,0,151,0,0.0,0.004545894705495657,0.003515717593150114,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-013,dcsv_cr_mpc,B_native_ANDES_Kundur,ramp_drop,stressed,4.0,known,SUSTAINABLE,EVALUATED,102.495599820543,True,0,0,76,0,0.0,0.003703550792994892,0.0026612589413665955,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-014,dcsv_cr_mpc,B_native_ANDES_Kundur,ramp_drop,base,4.0,OOD,SUSTAINABLE,EVALUATED,107.95871632683232,True,0,0,75,0,0.0,0.0015710887394683737,0.0010239299157793202,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-015,dcsv_cr_mpc,B_native_ANDES_Kundur,ramp_drop,stressed,4.0,OOD,SUSTAINABLE,EVALUATED,110.1690033218058,True,0,0,75,0,0.0,0.0027924011397100212,0.0027423310946113055,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-016,dcsv_cr_mpc,B_native_ANDES_Kundur,delay_increase,base,4.0,OOD,SUSTAINABLE,EVALUATED,113.25291159203378,True,0,0,76,0,0.0,0.0015370876983112902,0.0014928623136482022,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-017,dcsv_cr_mpc,B_native_ANDES_Kundur,delay_increase,stressed,2.0,OOD,SUSTAINABLE,EVALUATED,124.04906446551749,True,0,0,151,0,0.0,0.0034413687404462046,0.0025832528952837164,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-018,dcsv_cr_mpc,B_native_ANDES_Kundur,delay_increase,stressed,2.0,known,SUSTAINABLE,EVALUATED,115.0593917850239,True,0,0,151,0,0.0,0.004093133832140605,0.003899670418717638,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-019,dcsv_cr_mpc,B_native_ANDES_Kundur,delay_increase,stressed,2.0,known,SUSTAINABLE,EVALUATED,106.66555365590861,True,0,0,151,0,0.0,0.004800350730056302,0.003745121199557444,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-020,dcsv_cr_mpc,B_native_ANDES_Kundur,delay_increase,base,4.0,OOD,SUSTAINABLE,EVALUATED,105.1812836495636,True,0,0,75,0,0.0,0.001888771580720261,0.001463070165418301,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-021,dcsv_cr_mpc,B_native_ANDES_Kundur,delay_increase,base,2.0,known,SUSTAINABLE,EVALUATED,107.7647889747503,True,0,0,151,0,0.0,0.0022323927934440047,0.0016691711650689278,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-022,dcsv_cr_mpc,B_native_ANDES_Kundur,delay_increase,stressed,4.0,OOD,SUSTAINABLE,EVALUATED,128.18946946996536,True,0,0,75,0,0.0,0.0027876192416932954,0.0021350004844479797,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
R5-V-B-023,dcsv_cr_mpc,B_native_ANDES_Kundur,delay_increase,base,4.0,known,SUSTAINABLE,EVALUATED,104.22677634093515,True,0,0,75,0,0.0,0.001253006162578063,0.001136262820142897,AREA0_PUBLIC_TRACE_PROXY_NO_MEASUREMENT_NOISE_REPLAY
