scenario_id,capability_change_time_s,first_detection_time_s,detection_delay_s,detection_calls
R5-CV-00,128.18582832854375,132.0,3.8141716714562506,85
R5-CV-01,107.92061322714468,120.0,12.079386772855315,46
R5-CV-02,102.28315660391902,116.0,13.716843396080975,93
R5-CV-03,109.88242025987206,124.0,14.117579740127937,45
R5-CV-04,115.37044542225576,118.0,2.629554577744244,92
R5-CV-05,131.94030676662945,140.0,8.059693233370552,41
