scenario_id,plant,mechanism,sg_tension,period_s,condition,evaluation_status,fallback_calls,surplus_active_calls,excitation_fraction,frequency_peak_hz__contract_only_rolling_mpc,frequency_peak_hz__dcsv_cr_mpc,ace_iae_pu_s__contract_only_rolling_mpc,ace_iae_pu_s__dcsv_cr_mpc,tie_rms_pu__contract_only_rolling_mpc,tie_rms_pu__dcsv_cr_mpc,physical_success__contract_only_rolling_mpc,physical_success__dcsv_cr_mpc,attribution,contract_minus_dcsv__frequency_peak_hz,contract_minus_dcsv__ace_iae_pu_s,contract_minus_dcsv__tie_rms_pu
R5-V-A-010,A_full_nonlinear,power_drop,low,4.0,OOD,EVALUATED,0,0,0.0,0.3108280673859816,0.30724932618185635,1.4349709341916572,1.4127388457824472,0.004725629495641859,0.004815306749520682,True,True,INSUFFICIENT_NATURAL_EXCITATION_NO_SURPLUS,0.0035787412041252686,0.022232088409209982,-8.967725387882316e-05
R5-V-A-011,A_full_nonlinear,power_drop,low,4.0,known,EVALUATED,0,0,0.7105263157894737,1.1761219882663705,1.1270338583739397,9.176862360700184,7.896328786076652,0.0036721721142651343,0.004792162988945479,False,False,CONSERVATIVE_ONLINE_ENVELOPE_NO_SURPLUS,0.04908812989243083,1.280533574623532,-0.001119990874680345
R5-V-A-012,A_full_nonlinear,power_drop,low,4.0,known,EVALUATED,0,0,0.0,0.31113146697512484,0.3039919472094872,1.4187194641186702,1.382440071833066,0.004683738318754293,0.004771654793738047,True,True,INSUFFICIENT_NATURAL_EXCITATION_NO_SURPLUS,0.0071395197656376475,0.03627939228560417,-8.79164749837541e-05
R5-V-A-013,A_full_nonlinear,power_drop,low,4.0,OOD,EVALUATED,0,0,0.4868421052631579,0.2770240830912674,0.27703034101944307,1.3389365437654484,1.3340852546651762,0.004293743094308086,0.004385162088240247,True,True,CONSERVATIVE_ONLINE_ENVELOPE_NO_SURPLUS,-6.257928175656957e-06,0.004851289100272105,-9.141899393216163e-05
R5-V-A-014,A_full_nonlinear,power_drop,low,4.0,OOD,PHYSICALLY_INFEASIBLE_CERTIFIED,6,0,0.6447368421052632,3.060085784373759,3.0213509472138043,116.48847445701412,113.16935559419179,0.012653521334707343,0.011851473979896282,False,False,PHYSICAL_INFEASIBILITY_PRECLASSIFIED,0.03873483715995496,3.319118862822336,0.0008020473548110609
R5-V-A-015,A_full_nonlinear,power_drop,low,4.0,known,EVALUATED,0,0,0.0,0.8467826908559353,0.8468175717583135,5.033224312638577,4.794802581511386,0.011890895941245958,0.01195084609921767,True,True,INSUFFICIENT_NATURAL_EXCITATION_NO_SURPLUS,-3.4880902378242595e-05,0.23842173112719056,-5.995015797171169e-05
R5-V-A-016,A_full_nonlinear,power_drop,low,4.0,known,EVALUATED,0,0,0.0,0.29995656872193494,0.29991241781691896,1.4828314098142892,1.4747630431135923,0.004865113594324943,0.004886681314696234,True,True,INSUFFICIENT_NATURAL_EXCITATION_NO_SURPLUS,4.415090501597163e-05,0.008068366700696883,-2.156772037129051e-05
R5-V-A-017,A_full_nonlinear,power_drop,low,4.0,OOD,PHYSICALLY_INFEASIBLE_CERTIFIED,0,0,0.6533333333333333,1.135336892428622,1.1223249794483054,39.20285358973438,38.61801234244174,0.010091239633212632,0.010031492178483571,False,False,PHYSICAL_INFEASIBILITY_PRECLASSIFIED,0.013011912980316565,0.5848412472926441,5.974745472906058e-05
R5-V-A-018,A_full_nonlinear,power_drop,low,4.0,OOD,EVALUATED,0,0,0.4342105263157895,0.28159538424940744,0.2816018335724303,1.3345578342586506,1.3179311847465578,0.00428397535511317,0.004349273982976528,True,True,CONSERVATIVE_ONLINE_ENVELOPE_NO_SURPLUS,-6.449323022850173e-06,0.016626649512092806,-6.529862786335775e-05
R5-V-A-019,A_full_nonlinear,power_drop,low,4.0,known,EVALUATED,0,0,0.5131578947368421,0.817405141456389,0.8160196562797878,5.056792814005847,4.708113628561153,0.011811002444620385,0.012711239666418085,True,True,CONSERVATIVE_ONLINE_ENVELOPE_NO_SURPLUS,0.0013854851766011977,0.348679185444694,-0.0009002372217976999
R5-V-A-020,A_full_nonlinear,power_drop,high,2.0,OOD,EVALUATED,0,0,0.0,0.22446341479746929,0.22397143113150206,0.8142275734844056,0.8334729229341777,0.0025823896939857313,0.0028431545863769254,True,True,INSUFFICIENT_NATURAL_EXCITATION_NO_SURPLUS,0.0004919836659672272,-0.019245349449772187,-0.00026076489239119406
R5-V-A-021,A_full_nonlinear,power_drop,high,2.0,OOD,EVALUATED,0,0,0.33774834437086093,0.28119124868167034,0.27575033011690003,1.0113198779539743,1.0143759179771366,0.0033370232064213108,0.0036155480620672824,True,True,CONSERVATIVE_ONLINE_ENVELOPE_NO_SURPLUS,0.005440918564770303,-0.0030560400231622875,-0.00027852485564597166
R5-V-A-022,A_full_nonlinear,power_drop,high,2.0,known,EVALUATED,0,0,0.6026490066225165,0.6514363476386724,0.6631423661132712,3.261974504093174,3.5483102286605326,0.00868702567872365,0.01082526045650218,True,True,CONSERVATIVE_ONLINE_ENVELOPE_NO_SURPLUS,-0.011706018474598734,-0.2863357245673588,-0.00213823477777853
R5-V-A-023,A_full_nonlinear,power_drop,high,2.0,OOD,PHYSICALLY_INFEASIBLE_CERTIFIED,0,0,0.0,0.7877226248700446,0.7985190043261597,22.980868371788812,23.47184102206538,0.030589114405878592,0.03157440781934985,False,False,PHYSICAL_INFEASIBILITY_PRECLASSIFIED,-0.010796379456115113,-0.4909726502765679,-0.000985293413471259
