metric,pairs,improvement,ci_lower,ci_upper,passes_8pct_and_positive_ci
frequency_iae_hz_s,16,0.1554541816262447,-0.061648651669488366,0.38966195210978205,False
ace_iae_pu_s,16,0.14318917249521157,-0.02878671320236791,0.3619112697145625,False
tie_iae_pu_s,16,-0.019462040248222845,-0.17495346349358326,0.09171520177284473,False
