duration_s,dt_s,period_s,physical_steps,controller_calls,expected_controller_calls,controller_updates_entire_horizon,max_power_balance_residual_pu,max_step_energy_residual_mwh,max_integrated_energy_closure_mwh,elapsed_s
300.0,0.02,2.0,15000,151,151,True,3.469446951953614e-18,1.7763500631366724e-15,7.385758671318854e-14,3.7810895000002347
