plant,max_step_energy_residual_mwh,max_integrated_energy_closure_mwh,power_balance_max_residual_pu,energy_source
A_full_nonlinear,1.7763500631366724e-15,7.385758671318854e-14,3.469446951953614e-18,measured_soc_and_registered_efficiency
