candidate_id,probe_id,sequence,amplitude_pu,validity_s,cooldown_s,voi_margin,relevance,minimum_oracle_gap,horizon_steps,estimator_window_s,residual_bound_pu,delivered_branch_weight,ace_weight,tie_weight,frequency_weight,bess_effort_weight,sg_effort_weight,scenario_count,worthwhile_scenarios,probed_scenarios,hard_violations,fallback_calls,worthwhile_mean_ace_improvement,worthwhile_mean_tie_improvement,worthwhile_best_metric_improvement,not_worthwhile_probe_rate,not_worthwhile_max_abs_metric_change,frequency_peak_delta_max_hz,m1_pass
M1-C01,biphasic_2,"[1.0, -1.0]",0.005,60.0,90.0,0.0,0.001,0.01,3,24.0,0.002,0.2,35.0,10.0,15.0,0.001,0.1,2,0,2,0,0,,,-1.0,1.0,0.06391882220717071,0.0,False
