scenario_id,mechanism,sg_tension,materiality_positive,contract_ace_iae_pu_s,voi_ace_iae_pu_s,oracle_ace_iae_pu_s,contract_tie_iae_pu_s,voi_tie_iae_pu_s,oracle_tie_iae_pu_s,contract_frequency_peak_hz,voi_frequency_peak_hz,oracle_frequency_peak_hz,contract_sg_mechanical_mileage_pu,voi_sg_mechanical_mileage_pu,oracle_sg_mechanical_mileage_pu,ace_improvement,tie_improvement,oracle_ace_gap,oracle_tie_gap,probe_active_calls,certificate_issues,hard_violation,fallback_calls
VOI-M1-00,power_drop,low,True,1.4015509344796435,1.3376321122724728,1.9092506022586744,0.36935453438934296,0.34176959287783465,0.6420471570766186,0.3151245954644302,0.3151245954644302,0.31512479940813576,0.419406183628647,0.4342717822218636,0.6656280186741241,0.045605779022866534,0.07468418265695514,-0.36224132515563945,-0.7382950452689602,3,1,False,0
VOI-M1-01,power_drop,low,True,1.639676156498974,1.6767849759169977,1.639708047921054,0.48955972054249497,0.5003887815088409,0.48957034308355346,0.3182538226021021,0.3182538226021021,0.3182541377731744,0.5691266724868053,0.5891837275021433,0.5691402990054297,-0.02263179791383825,-0.022119999893671728,-1.944982974451373e-05,-2.1698151650875886e-05,3,1,False,0
