point_id,period_s,sg_tension,load_magnitude_pu,power_spread_pu,ramp_spread_pu_per_s,delay_spread_s,noise_std_pu,soc,tie_loading_pu,objective,candidate_count,robust_cost,perfect_information_cost,perfect_information_value,heuristic_value,maximum_safe_probe_upper_value,maximum_exact_probe_value,region,selected_probe_id,no_probe_reason,registered_probe_count,safe_probe_count,evaluated_probe_count,all_safe_probes_evaluated,solver_attempts,solver_failures,elapsed_s
B1_LHS_0010,2.0,medium,0.030405580685503017,0.0005141949514943008,0.014491855127414917,0.5991472622251728,0.00188636336860564,0.4583733189397714,0.025601161500354915,regional_responsibility,8,2.7483849232211015,2.74838492414531,-9.242087095628904e-10,0.02703478726621623,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.3233242999995127
B1_LHS_0011,4.0,low,0.028448644267488103,0.03093227293046996,0.034223501529664774,0.9523060363181313,0.0009990699833077946,0.4746170687910669,0.013379549969415068,resource_economy,8,1.9142700038642981,1.9142700035921358,2.721622927026601e-10,-0.004182917454728126,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.0654817000031471
B1_LHS_0012,4.0,low,0.060419132616594214,0.0335201129923676,0.02565713148328014,0.723209854322413,0.001779579337905603,0.420717541125496,0.020727194291112628,balanced,8,8.064607786040636,8.064607787040838,-1.0002025874200626e-09,0.008259357400650444,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.047984600008931
B1_LHS_0013,2.0,medium,0.06493269887161833,0.016558189329145146,0.009737254323294477,0.6248602262214373,0.0013208970261038527,0.5090756274158672,0.009575861088317594,regional_responsibility,8,5.942765598157968,5.942765599562042,-1.4040741902476839e-09,0.044072594638421766,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.194172499992419
B1_LHS_0014,4.0,low,0.03627871826942014,0.025921139744146032,0.023326563774501426,0.2500162219712503,0.0011690631213186584,0.38379091381779157,0.025334250751602987,resource_economy,8,3.643451975861984,3.6434519753823915,4.795923658207357e-10,-0.006023237903063769,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.0473257999983616
B1_LHS_0015,4.0,low,0.07224701000564533,0.012236776854814035,0.002683420110100795,1.0426893198666103,0.0016022109656651299,0.3027097959855387,0.006699385500772671,balanced,8,10.365573621442625,10.365573623376886,-1.9342607515682175e-09,0.011677898526981928,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.0510991000046488
B1_LHS_0016,4.0,medium,0.04793442361452157,0.009011189369596611,0.028947055118850294,0.8807244833915123,0.0018568410885940747,0.498725048184349,0.011042950698959851,regional_responsibility,8,6.136549829110602,6.136549828026564,1.0840377484555574e-09,0.009976896244922703,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.046680400002515
B1_LHS_0017,4.0,low,0.036376622680301424,0.022208093216638067,0.026187741125852083,0.27631671290075843,0.0009796052573306977,0.6968950732057573,0.014304058359029495,resource_economy,8,2.9875949874231416,2.9875949877727077,-3.4956615380110634e-10,-0.00512129571142363,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.0564246000139974
B1_LHS_0018,2.0,medium,0.0641755075126142,0.020856069450612108,0.024643412103513597,0.933810134493707,0.001999012433136078,0.48442230439019635,0.02808716172506926,balanced,8,5.765790470576457,5.765790470622846,-4.638955886093754e-11,0.05583423332805366,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.207467500003986
B1_LHS_0019,2.0,high,0.07393331335877654,0.004274323962722443,0.013791069237819448,0.6731178649263482,0.0010500615068229006,0.38053802856545604,0.02828998265226858,regional_responsibility,8,9.379017628351338,9.379017626120877,2.2304611491108517e-09,0.0705222321237075,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.2482670999888796
B1_LHS_0020,4.0,medium,0.01727203806518228,0.01162524715213879,0.001815638491215725,0.9429501604120833,0.00147517582141565,0.5620323364834187,0.0055699057134166105,resource_economy,8,0.6479189624013999,0.6479190138573235,-5.145592363309248e-08,-0.004570888726412527,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.121058799995808
B1_LHS_0021,4.0,medium,0.05100955818353938,0.02532194420187917,0.021763616096501247,1.0322161124771898,0.0016863831067063758,0.6367442637098432,0.03628790800462188,balanced,8,7.343680422397674,7.343680422255249,1.4242473866943328e-10,0.017405042197360544,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.136378800001694
B1_LHS_0022,4.0,medium,0.02187181294523984,0.022117219342085083,0.012228165684519798,0.4629753466698838,0.0009103903817017929,0.5183304332234978,0.03635674981208298,regional_responsibility,8,4.171711385391549,4.17171138382498,1.5665690966670809e-09,0.0015899303506371441,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.1245399999897927
B1_LHS_0023,2.0,medium,0.06122570365627826,0.0013467790941135295,0.02747781771163303,0.7460153900947696,0.001577064056785794,0.4334038308621591,0.0034287462935565435,resource_economy,8,4.824533798786767,4.8245338098049695,-1.1018202350498996e-08,0.039570692287538636,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.8681108000164386
B1_LHS_0024,4.0,medium,0.07343279820334993,0.03302140042712646,0.015935159354328512,0.36010511661826383,0.001893406480285907,0.3034300148681225,0.022606926588399752,balanced,8,11.692508019063208,11.692508019187816,-1.2460787957024877e-10,0.00221414929949746,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.710257200000342
B1_LHS_0025,2.0,medium,0.023915805877796553,0.01805036243943419,0.018788209688670465,0.41065170657576866,0.0011228245879842174,0.3232928951006737,0.0210475524461737,regional_responsibility,8,1.782328474336546,1.7823284744885977,-1.5205170456056294e-10,0.012081295574982756,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.400259799993364
B1_LHS_0026,2.0,medium,0.042392455092416514,0.030564575693866197,0.006481598215254059,0.45549860962678895,0.0006373088710261609,0.4135716096225018,0.00842698133768073,resource_economy,8,2.4515591883974395,2.4515591946959026,-6.298463084419836e-09,0.0202336740342825,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.453506499994546
B1_LHS_0027,4.0,low,0.07115790772227834,0.024627461900184534,0.033292338368845605,1.084520798787909,0.0005187035497433938,0.5472017415526418,0.03565737077611552,balanced,8,12.30814020036938,12.308140223711119,-2.3341739208149193e-08,0.024724862449004917,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.1136479999986477
B1_LHS_0028,4.0,medium,0.03163531469702685,0.017835195101711176,0.014197177127438093,0.5958176850162334,0.0014670094156655912,0.6244472339441849,0.013533967345466835,regional_responsibility,8,3.027025702702059,3.027025701895762,8.062968070987608e-10,0.0024713559104237596,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.1316730999969877
B1_LHS_0029,4.0,low,0.044159825425648475,0.0037747413714780222,0.015388243830765506,0.30048405095341013,0.0011469525581593236,0.6528251368424711,0.01475442183648055,resource_economy,8,4.261244563336401,4.261244565186985,-1.8505836862914293e-09,-0.004722291064860417,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.2301850999938324
B1_LHS_0030,2.0,medium,0.05646224316733839,0.021875933741314767,0.03437810236924256,0.6106535554629187,0.0010388082332045958,0.5808545789448606,0.013645387655275657,balanced,8,3.7904057415300687,3.790405745952372,-4.422303412354722e-09,0.02545293618171427,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.893450700008543
B1_LHS_0031,4.0,low,0.06953650846773204,0.012159846466607192,0.020550498644773523,1.2325863129675594,0.0015359521653203572,0.478307723523593,0.02776964624399323,regional_responsibility,8,14.332578279331749,14.332578270827337,8.504411397325384e-09,0.03153467347869872,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.1860704999999143
B1_LHS_0032,2.0,medium,0.029694121767321398,0.031245057509841155,0.007513111180971577,1.1550994519479427,0.0018887586971841023,0.6313863291937436,0.03647556255752268,resource_economy,8,3.0810588866218214,3.0810588864945077,1.273137151258652e-10,0.09113480036602302,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.3437262999941595
B1_LHS_0033,4.0,medium,0.02495660540080684,0.03426327602902802,0.03457284854836491,0.1797680880413162,0.001285024345729041,0.4067040214517749,0.004917357425587541,balanced,8,1.2829805099200893,1.282980509984168,-6.407874231229016e-11,-0.004410252470270047,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.1684690000256523
B1_LHS_0034,2.0,medium,0.019940356403637925,0.018190307311390055,0.00474315877538542,0.04834796784474062,0.0013932366381609563,0.6123134964619131,0.024865823389268234,regional_responsibility,8,1.9101185940877903,1.9101185948417996,-7.540092994418046e-10,-0.0027301684131216812,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,3.0762817000213545
B1_LHS_0035,4.0,low,0.026180670212839038,3.4080633412886908e-06,0.029875346100258784,0.761364775379182,0.0008253964040554165,0.5561928019465087,0.01715891910512418,resource_economy,8,1.8388054915928458,1.8388054913857899,2.0705592795877692e-10,-0.004159006442849524,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.3671260999981314
B1_LHS_0036,4.0,low,0.04890268954004569,0.02977216704219411,0.0314117447269196,1.029232176487318,0.0013288360675676198,0.45181037843689764,0.005073092355981925,balanced,8,4.764804204812933,4.764804204072574,7.403588853094334e-10,0.005928481613432661,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.2195529000018723
B1_LHS_0037,4.0,high,0.05119874864888307,0.013134082204638695,0.019974984399294807,1.1799106579544398,0.0010403498596275366,0.34127190987146283,0.015938672347045532,regional_responsibility,8,7.332379337845572,7.332379338020805,-1.752322731363165e-10,0.016724441422689452,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.2264154000149574
B1_LHS_0038,4.0,high,0.06673422467477234,0.02691122126299617,0.015185825992345423,0.5601375390608684,0.0008702278860451146,0.6679238990760508,0.021602759112689097,resource_economy,8,9.763463919098118,9.762184320612246,0.0012795984858726683,0.017405413386600566,-inf,nan,ZERO_VALUE_OBSERVED_NOT_PROVED,,UNEVALUATED_SAFE_PROBES_REMAIN,60,60,0,False,9,0,1.3980947000090964
B1_LHS_0039,4.0,low,0.0744378961181556,0.02381326290372855,0.033649598044575166,0.7550867105627475,0.00085937324233343,0.33179240910074453,0.038337076787714204,balanced,8,13.593661020953974,13.593661018441047,2.512926755571243e-09,0.01792631915359774,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.2585287000110839
B1_LHS_0040,2.0,high,0.043296844155217624,0.03185986968583227,0.03218011589386758,0.8697590939547235,0.0014052610107035826,0.35461276790646773,0.03792025496237658,regional_responsibility,8,5.811049688749785,5.81104968904639,-2.966054069020174e-10,0.06933614359610552,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.601130800001556
B1_LHS_0041,4.0,low,0.016081177504594337,0.010691026290911928,0.032725730013847855,0.6619780869718526,0.0010621463555351633,0.3040570133923786,0.027611356265734174,resource_economy,8,1.5827133449914905,1.5827133447118207,2.7966984283978036e-10,-0.004662340023714362,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.1783945000206586
B1_LHS_0042,4.0,medium,0.06279900777897968,0.014283806281971598,0.02980690229496501,0.3078460978679138,0.0017178664664781198,0.5547369977893678,0.03758476343204396,balanced,8,10.247328105370608,10.24732810542015,-4.9542592250872985e-11,0.0006122894812561896,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.279167700005928
B1_LHS_0043,2.0,low,0.06866210556782547,0.0070151511742751055,0.01454079643188857,0.22976441571939865,0.0005149890683874555,0.36722839944103314,0.006624454478061811,regional_responsibility,8,6.473858427563743,6.473858427621294,-5.7550408882889315e-11,0.01631056750020717,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.5321601999748964
B1_LHS_0044,2.0,high,0.06627150860940308,0.009461964597598526,0.0040753852884770295,0.8887044168814272,0.001386465895389218,0.3368316273321168,0.032969609085286455,resource_economy,8,7.455634556352557,7.455577309708453,5.72466441042252e-05,0.1035074287809123,-inf,nan,ZERO_VALUE_OBSERVED_NOT_PROVED,,UNEVALUATED_SAFE_PROBES_REMAIN,180,180,0,False,9,0,2.514019800000824
B1_LHS_0045,2.0,medium,0.032982487793978915,0.002658239482942245,0.020350011502890935,1.0764228935097462,0.0006167847145952353,0.5100883316188997,0.017776980048819894,balanced,8,1.684187034227433,1.6841870346803693,-4.5293635508869556e-10,0.028748076091688515,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.4681540000019595
B1_LHS_0046,2.0,low,0.07414842905892766,0.0017139183048116408,0.01804355329713147,0.12206408282225117,0.0015637313355357026,0.6783827883777224,0.01764538224968789,regional_responsibility,8,8.248931178292969,8.248931179345835,-1.0528662386377619e-09,0.009161793419485044,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.43224910000572
B1_LHS_0047,2.0,low,0.0712915196832132,0.027241202886989856,0.02253061954261734,0.3910946068184231,0.0009017451505578043,0.39939876318868356,0.02844281685686413,resource_economy,8,7.949907806076167,7.949867855980174,3.9950095993113166e-05,0.045484457542344064,-inf,nan,ZERO_VALUE_OBSERVED_NOT_PROVED,,UNEVALUATED_SAFE_PROBES_REMAIN,180,180,0,False,9,0,2.437747499992838
B1_LHS_0048,4.0,low,0.05424306855390942,0.024112756630942696,0.01108290612544319,0.7772124458029678,0.0019276440228257385,0.5448712366458209,0.0049554934777028825,balanced,8,5.8407514777840355,5.8407514751442315,2.6398039310038257e-09,0.004506077216386827,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.1329033999936655
B1_LHS_0049,4.0,low,0.07496520840464038,0.01903700295899991,0.025121529729291124,0.439875531475767,0.0015313329020162534,0.43719326075468257,0.036184613190508044,regional_responsibility,8,17.703829503939964,17.703829503513614,4.263505104518117e-10,0.012987963702156989,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.213025100005325
B1_LHS_0050,4.0,high,0.0681530448145492,0.014343929347488165,0.0009979437055545408,0.39869822480265654,0.0008910871678608084,0.5384623844994735,0.028713227260296584,resource_economy,8,10.782476264234644,10.781158640986405,0.0013176232482390304,0.02266716980769458,-inf,nan,ZERO_VALUE_OBSERVED_NOT_PROVED,,UNEVALUATED_SAFE_PROBES_REMAIN,60,60,0,False,9,0,1.2545797000057064
B1_LHS_0051,4.0,medium,0.06637851259071903,0.0062330817636961355,0.003539218973819237,0.5252311524641762,0.000676504148929396,0.590942351701399,0.014149307523253607,balanced,8,9.137309823475992,9.137309821269563,2.2064288174306057e-09,0.004193620542929514,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.2260759000200778
B1_LHS_0052,2.0,medium,0.05347946184521165,0.020168496371532434,0.022213756278889062,1.0978791424956773,0.0015399874041816869,0.4604953301153795,0.022715906252271642,regional_responsibility,8,5.133271322357556,5.1332713235112015,-1.153645179385876e-09,0.07603950429694177,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.5852025999920443
B1_LHS_0053,2.0,medium,0.01965501111647708,0.012643041952497784,0.03035993162735686,0.5196367382897941,0.0012734712934256102,0.5059011029787405,0.0060673431633776614,resource_economy,8,0.563928168888602,0.563928189147575,-2.02589730546876e-08,0.009780014232270692,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,3.9556645000120625
B1_LHS_0054,4.0,low,0.04851239434539159,0.014968245730720807,0.0059349492444491555,0.24728591630174757,0.000988936268295262,0.5896722179448882,0.01611606792077802,balanced,8,5.168817901902875,5.168817903102595,-1.1997203230862397e-09,-0.0028381409998991984,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.236497200006852
B1_LHS_0055,4.0,high,0.04025630808145951,0.03333368696156152,0.03240491618443029,0.9875587672662842,0.001298785783703931,0.5336829880128463,0.0219593829508025,regional_responsibility,8,5.361874370976356,5.36187437088605,9.030554082301023e-11,0.012619290990000209,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.2918038000061642
B1_LHS_0056,4.0,low,0.04585098031427076,0.0072481041006534925,0.026596029683055085,0.9299257651735938,0.0018556083297928175,0.4382151764703488,0.01109764791942495,resource_economy,8,4.391851636003486,4.391851633919458,2.0840280612333117e-09,-0.0032905762148342163,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.2422453000035603
B1_LHS_0057,4.0,high,0.027885255506031204,0.021072203085143244,0.029303302667608434,0.3404602602708273,0.000655479808822383,0.6901863265449273,0.0106957270328893,balanced,8,1.7573795903757512,1.7573795904582339,-8.248268734689645e-11,-0.0031477351772826994,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.341239500005031
B1_LHS_0058,2.0,high,0.026323975294334,0.006804791775388648,0.01315786439924124,0.07098847044765376,0.0018723807725317134,0.46652857302412953,0.021914191754449582,regional_responsibility,8,2.0358820994630205,2.0358821010984043,-1.635383828357817e-09,-0.001239405235232883,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.9359534999821335
B1_LHS_0059,2.0,medium,0.023033534732329226,0.02315293566892655,0.012372238292282324,0.8749971498798843,0.0019230006787498755,0.34956084327369047,0.014429273668709811,resource_economy,8,1.015083870021149,1.0150839318974019,-6.187625278819553e-08,0.029097230068354765,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.759779600019101
B1_LHS_0060,2.0,low,0.07080684197583013,0.009804104505722454,0.010696577275396276,0.945297810829577,0.0005532006855931867,0.32431708639479767,0.03553309600714,balanced,8,7.4740180288536076,7.474018028009191,8.444169807830804e-10,0.06969199171338493,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.4803748999838717
B1_LHS_0061,4.0,medium,0.021544163690597615,0.029261911576766872,0.03182107091539786,0.2535312953310612,0.0009469156143251502,0.4154053303216543,0.038578303486599165,regional_responsibility,8,4.4826901700347825,4.482690167165353,2.8694291387409976e-09,-0.0034891365987564328,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.1206081999989692
B1_LHS_0062,2.0,medium,0.0634811188572461,0.01623322036722579,0.03192202424637491,0.3371645078119705,0.0014236420416320053,0.35790754748779796,0.006385471798808107,resource_economy,8,5.2605874071169225,5.260587408658445,-1.5415224652315374e-09,0.02106953040370994,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,180,180,0,False,9,0,2.5199965000210796
B1_LHS_0063,4.0,high,0.039931360246894004,0.02349437410123996,0.03202715938059757,1.0116675063311997,0.0008934008205404308,0.3166615876473327,0.001003975302809469,balanced,8,3.113162727831642,3.1131627275136706,3.1797142696632363e-10,0.003074220947989245,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.1117184999748133
B1_LHS_0064,4.0,low,0.04018807553677728,0.03347886056866809,0.0028409262316211573,1.0042604764766645,0.001635519668115736,0.4706750139650486,0.032330895634370804,regional_responsibility,8,6.663772089519691,6.663772089318578,2.0111290410795846e-10,0.017173755520525556,-inf,nan,ZERO_VALUE_PROVED,,REGISTERED_PERFECT_INFORMATION_VALUE_NONPOSITIVE,60,60,0,False,9,0,1.1835923999897204
B1_LHS_0065,4.0,high,0.06793901259079574,0.03410097868996199,0.012790827963224465,0.9700233162981149,0.0019116227911317838,0.38751950647494715,0.0056788757882445876,resource_economy,8,9.200848108253638,9.200369603782327,0.0004785044713102593,0.014617609533796096,-inf,nan,ZERO_VALUE_OBSERVED_NOT_PROVED,,UNEVALUATED_SAFE_PROBES_REMAIN,60,60,0,False,9,0,1.1883293999999296
