scenario_id,split,seed,plant,mechanism,sg_tension,period_s,duration_s,nominal_warmup_s,capability_change_time_s,load_event_time_s,timing_relation,load_area,load_sign,initial_soc,known_ood,contract_violation,factor_assignment,method,physical_success,hard_violation,terminal_recovery,frequency_peak_hz,ace_iae_pu_s,tie_iae_pu_s,sg_mechanical_mileage_pu,bess_energy_throughput_pu_s,controller_calls,attempted_optimization_calls,fallback_calls,restoration_calls,p99_solve_time_s,true_capability_read_by_ordinary_controller,evaluation_only_truth_used,full_rolling
A1-D-000,development,206,A_full_nonlinear,power_drop,low,2.0,300.0,60.0,103.97426250148408,89.97426250148408,before,area0,1,0.5,known,False,EXPLICIT_FACTORIAL_NOT_SEED_MODULO,contract_only_rolling_mpc,True,False,True,0.3151234048788686,0.9568471801023618,0.17570058197987962,0.22279696608724675,2.3749315300493707,151,151,0,0,0.09872810000069876,False,False,True
