scenario_id,split,seed,plant,mechanism,sg_tension,period_s,duration_s,nominal_warmup_s,capability_change_time_s,load_event_time_s,timing_relation,load_area,load_sign,initial_soc,known_ood,contract_violation,factor_assignment,source_scenario_id,condition,control_period_s,capability_mechanism,load_magnitude_pu,value_region_design,probe_eligible,contract_status,materiality_positive,method,physical_success,frequency_peak_hz,ace_iae_pu_s,tie_iae_pu_s,sg_mechanical_mileage_pu,bess_energy_throughput_pu_s,terminal_recovery,hard_violation,command_violation,normal1h,controller_calls,attempted_optimization_calls,solver_failure_calls,fallback_calls,restoration_calls,p99_solve_time_s,full_rolling,certificate_issues,certificate_revocations,probe_active_calls,probe_command_l1_pu_s,certified_surplus_l1_pu_s,ordinary_controller_truth_read,evaluation_only_truth_read,voi_decision_calls,voi_worthwhile_calls,voi_abstention_calls,voi_probe_triggers,candidate_diameter_reduction_mean,candidate_diameter_reduction_max,passive_certificate_renewals,maximum_unmetered_responsibility_jump_pu,probe_aborts_on_change
VOI-M1-01,development,207,A_full_nonlinear,power_drop,low,2.0,300.0,60.0,112.37097453060484,98.37097453060484,before,area1,1.0,0.5,known,False,VOI_M1_VALUE_REGION_CROSSED_NOT_SEED_MODULO,A1-D-001,known,2.0,power_drop,0.02,LOW_VALUE_CONTROL,True,WITHIN_CONTRACT,False,contract_only_recourse_mpc,True,0.05578397741683903,0.15001211445090623,0.021589181980449387,0.06697609101107437,0.01826617536814833,True,False,False,False,151,151,0,0,0,0.08038084999861894,True,0,0,0,0.0,0.0,False,False,0,0,0,0,0.0,0.0,0,0.0,0
VOI-M1-01,development,207,A_full_nonlinear,power_drop,low,2.0,300.0,60.0,112.37097453060484,98.37097453060484,before,area1,1.0,0.5,known,False,VOI_M1_VALUE_REGION_CROSSED_NOT_SEED_MODULO,A1-D-001,known,2.0,power_drop,0.02,LOW_VALUE_CONTROL,True,WITHIN_CONTRACT,False,voi_accr_mpc,True,0.05578397741683903,0.15001211445090623,0.021589181980449387,0.06697609101107437,0.01826617536814833,True,False,False,False,151,151,0,0,0,0.08301349999965169,True,0,0,0,0.0,0.0,False,False,151,0,151,0,0.0,0.0,0,0.0,0
