check,passed,objective,primal_residual,solve_time_s,iterations,first_action_norm,transcription
independent_slsqp_initial_guess_-1,True,9.445005125497147,3.094058342867356e-11,0.6054244000115432,27,0.06904720273530626,nonlinear_multiple_shooting
independent_slsqp_initial_guess_0,True,9.445005119784156,9.663381206337363e-12,0.6438692999945488,27,0.06904839588889831,nonlinear_multiple_shooting
independent_slsqp_initial_guess_1,True,9.446216758271444,7.368328169832239e-12,0.5915137999982107,24,0.07015840319786215,nonlinear_multiple_shooting
multi_initial_objective_spread,True,0.00012828351831695436,0.0,0.0,0,,qualification
