analysis_scope,algorithm_or_scenario_changed,oracle_episode_rows,episodes_meeting_95pct_solve_rate,episode_qualification_rate,finite_residual_episode_summaries,episodes_with_nonfinite_failed_solve_residual,successful_solve_residual_p99,residual_threshold,failures_retained_separately
frozen_existing_E3_results_only,False,400,391,0.9775,378,22,2.233185843775905e-07,1e-05,True
