scenario_id,sg_level,attempted_pairs,both_success_pairs,method_only_failures,reference_only_failures,scenario_balanced_absolute_freq_iae_effect,ratio_of_aggregate_means_freq_improvement,bootstrap_relative_effect_ci_low,bootstrap_relative_effect_ci_high,success_first_eligible,supporting_cost_ratio_count,frequency_effect_pass,cost_sensitivity_pass,scarce_resource_pass,multiple_instance_pass,materiality_gate_pass,gate_reason
coincident_communication_load,adequate,10,0,10,0,,,,,False,0,False,False,False,True,False,success_first_failure;frequency_evidence_below_threshold;fewer_than_two_cost_ratios_noninferior;not_sg_scarce_primary_case
coincident_communication_load,critical,10,10,0,0,0.0893253316150346,0.2880346418609681,0.2164334452191752,0.348465757840592,True,0,True,False,False,True,False,fewer_than_two_cost_ratios_noninferior;not_sg_scarce_primary_case
coincident_communication_load,scarce,10,10,0,0,0.1066809849189232,0.3524439841516286,0.3263575501543202,0.3777953101387749,True,0,True,False,True,True,False,fewer_than_two_cost_ratios_noninferior
load_only_step,adequate,10,9,1,0,0.1259325648085862,0.6683357500496837,0.6587808193215242,0.7353882982934932,False,0,True,False,False,True,False,success_first_failure;fewer_than_two_cost_ratios_noninferior;not_sg_scarce_primary_case
load_only_step,critical,10,5,5,0,0.1314087597178651,0.7191151436935175,0.7005082265704246,0.7754877494118024,False,0,True,False,False,True,False,success_first_failure;fewer_than_two_cost_ratios_noninferior;not_sg_scarce_primary_case
load_only_step,scarce,10,7,3,0,0.1378600183786079,0.7059018560131625,0.6922737229402944,0.7502156672293893,False,0,True,False,True,True,False,success_first_failure;fewer_than_two_cost_ratios_noninferior
