quantity,effective_one_step_radius,terminal_limit,compatible,excess
frequency_area_1_hz,0.4448684753350753,0.3,False,0.1448684753350753
frequency_area_2_hz,0.39578960093757043,0.3,False,0.09578960093757044
tie_pu,0.15689915067185545,0.08,False,0.07689915067185545
ace_area_1_pu,0.3437439103125871,0.15,False,0.19374391031258711
ace_area_2_pu,0.32313078306563503,0.15,False,0.17313078306563504
