candidate_id,certificate_validity_s,voi_margin,scenario_count,worthwhile_scenarios,best_aggregate_improvement,ace_aggregate_improvement,tie_aggregate_improvement,candidate_reduction_mean,false_optimism_rate,low_probe_rate,low_max_relative_metric_change,frequency_delta_max_hz,hard_violations,fallback_calls,probe_command_l1_pu_s,m1_pass
R2-C00,20.0,0.003,16,8,0.0017319006351307947,-0.001298891321898033,0.0017319006351307947,0.5,0.125,0.0,0.0,0.0027520068192665725,0,0,0.24,False
R2-C01,20.0,0.006,16,8,0.0017319006351307947,-0.001298891321898033,0.0017319006351307947,0.5,0.125,0.0,0.0,0.0027520068192665725,0,0,0.24,False
R2-C02,40.0,0.006,16,8,0.0014523440325521942,-0.0016893797875570287,0.0014523440325521942,0.5,0.125,0.0,0.0,0.0027520068192665725,0,0,0.24,False
R2-C03,40.0,0.01,16,8,0.0014523440325521942,-0.0016893797875570287,0.0014523440325521942,0.5,0.125,0.0,0.0,0.0027520068192665725,0,0,0.24,False
