scenario_id,contract_violation_detection_calls,frequency_peak_hz,frequency_rms_hz,terminal_recovery,fallback_calls,hard_violation
C2-CV-00,89,0.9757285550976595,0.1155031808555697,True,0,False
C2-CV-01,37,0.755942987416618,0.0893765224390311,True,0,False
C2-CV-02,72,0.9365051988873097,0.1166216991201133,True,0,False
C2-CV-03,27,0.9319626811570152,0.1202529446574529,True,0,False
C2-CV-04,90,1.222052366205977,0.152645421491734,True,0,False
C2-CV-05,41,1.1703337183736595,0.158333762058012,True,0,False
