method,episodes,frequency_peak_hz,frequency_rms_hz,ace_iae_pu_s,tie_rms_pu,terminal_recovery_rate,fallback_calls,hard_violations,quality_gate
true_capability_oracle_mpc,6,1.6458192779387413,0.4249383812727113,153.64415666810262,0.0283525554207651,0.8333333333333334,0,0,False
nominal_offset_free_mpc,6,1.7353946065835757,0.4243029641815534,147.4229753448612,0.0285337478837273,0.8333333333333334,0,0,False
fixed_allocation_anti_windup_pi,6,2.1098809108740464,0.7866936337325701,333.97707564155326,0.05341804606983,0.8333333333333334,0,0,False
sg_only_anti_windup_pi,6,2.159801659455044,0.9445201247429847,600.4398602839178,0.0957625291022484,0.6666666666666666,0,0,False
model_adaptive_mpc,6,2.218100900521475,0.6034714023948343,216.77630772086945,0.0403131754716681,0.8333333333333334,0,0,False
contract_only_rolling_mpc,6,2.230280684360332,0.5726759822887404,196.21716375087024,0.0382989796173793,0.8333333333333334,0,0,False
dcsv_cr_mpc,6,2.29070632959956,0.9064544707089832,434.55579610024097,0.0611513095323667,0.8333333333333334,322,0,False
