scope,calls,active_calls,active_fraction,mean_surplus_norm_pu,active_mean_surplus_norm_pu,maximum_surplus_norm_pu,active_duration_s,performance_envelope_used_fraction
ALL,22392,2,8.931761343336905e-05,1.0168171303680672e-06,0.0113842837895357,0.0216016278037377,6.0,8.931761343336905e-05
