plant,condition,method,episodes,success_rate,frequency_peak_hz,ace_iae_pu_s,tie_rms_pu,restoration_calls,fallback_calls,numerical_failure_calls
A_full_nonlinear,OOD,contract_only_rolling_mpc,41,0.8536585365853658,0.5998810278205529,13.315278678149784,0.0236998405465706,62,55,0
A_full_nonlinear,OOD,dcsv_cr_mpc,41,0.8048780487804879,0.6648209680321285,19.88894345152486,0.0360729572419776,2,214,0
A_full_nonlinear,known,contract_only_rolling_mpc,42,0.7857142857142857,0.7060674805414484,27.6415384104149,0.048928551618774,5,35,0
A_full_nonlinear,known,dcsv_cr_mpc,42,0.6428571428571429,0.9940745244583092,51.01598036783064,0.0934167450038382,0,501,0
