metric,scenarios,perfect_information_improvement,causal_online_improvement,model_adaptive_improvement,perfect_minus_online_value_gap,perfect_information_improvement_relative_to_contract,causal_online_improvement_relative_to_contract,model_adaptive_improvement_relative_to_contract,perfect_minus_online_value_gap_relative_to_contract
frequency_peak_hz,24,-0.012564080459896,-0.1683820769908404,-4.344917949872009e-05,0.1558179965309443,-0.0139797793572142,-0.1873550787544769,-4.834495803993989e-05,0.1733752993972627
ace_iae_pu_s,24,1.6544475223319957,-9.72470752311863,0.2323112155542412,11.379155045450624,0.0667522254493598,-0.3923641337969482,0.0093730930874335,0.4591163592463081
tie_rms_pu,24,0.0045736642355294,-0.0202046789858129,0.0003646587942183,0.0247783432213423,0.1177291095283292,-0.5200816550605751,0.0093865559241317,0.6378107645889044
