scenario_id,method,objective_preference,probe_amplitude_pu,evidence_model,physical_success,hard_violation,solver_failure_calls,fallback_calls,probe_windows,power_certified,power_certificate_time_s,frequency_peak_hz,delta_frequency_peak_hz,ace_iae_pu_s,delta_ace_iae_pu_s,tie_iae_pu_s,delta_tie_iae_pu_s,sg_mechanical_mileage_pu,delta_sg_mechanical_mileage_pu,bess_energy_throughput_pu_s,delta_bess_energy_throughput_pu_s
R1_HIGH_DUAL_A0.0030_W2_ALPHA03_AR1_FUTILITY_RESOURCE_ECONOMY_FUTILITY_S8101,dual,resource_economy,0.003,alpha03_ar1_futility,True,False,0,0,2,True,164.0,0.3999485400407312,9.843741128806593e-05,2.621827852060648,0.0005123695356075153,0.25915252421114526,-0.02162899065345486,0.4157605068070223,0.020620597763282067,14.21333451803225,0.2818389013993734
R1_HIGH_DUAL_A0.0030_W2_ALPHA03_AR1_RESOURCE_ECONOMY_W2_VALID240,dual,resource_economy,0.003,alpha03_ar1,True,False,0,0,2,True,164.0,0.39957545923850785,-0.000274643390935303,2.6076983253536072,-0.013617157171433192,0.2755006717609572,-0.005280843103642907,0.4183774582881406,0.023237549244400357,14.19601213472691,0.26451651809403387
R1_HIGH_DUAL_A0.0030_W2_ALPHA03_AR1_RESOURCE_ECONOMY_W2_VALID240_S8101,dual,resource_economy,0.003,alpha03_ar1,True,False,0,0,2,True,164.0,0.3999485400407312,9.843741128806593e-05,2.621827852060648,0.0005123695356075153,0.25915252421114526,-0.02162899065345486,0.4157605068070223,0.020620597763282067,14.21333451803225,0.2818389013993734
R1_HIGH_DUAL_A0.0030_W2_ALPHA03_AR1_RESOURCE_ECONOMY_W2_VALID240_S8102,dual,resource_economy,0.003,alpha03_ar1,True,False,0,0,2,True,164.0,0.40010882507158735,0.00025872244214419915,2.575413305033119,-0.04590217749192149,0.25026980130881293,-0.03051171355578719,0.41509153791592523,0.01995162887218499,14.260642753224914,0.329147136592038
R1_HIGH_DUAL_A0.0032_W1_ALPHA03_AR1_RESOURCE_ECONOMY_A0032_A3_W1_S8101,dual,resource_economy,0.0032,alpha03_ar1,True,False,0,0,1,False,,0.3999485400407312,9.843741128806593e-05,2.621996797387554,0.000681314862513549,0.2554475314252566,-0.02533398343934351,0.4039681213936149,0.008828212349874631,13.791431558342346,-0.14006405829053037
R1_HIGH_DUAL_A0.0035_W2_ALPHA03_AR1_FUTILITY1_RESOURCE_ECONOMY_A0035_S8104,dual,resource_economy,0.0035,alpha03_ar1_futility1,True,False,0,0,2,True,164.0,0.3999124341558873,6.233152644413709e-05,2.629065448691546,0.007749966166505473,0.2692504506312069,-0.011531064233393229,0.4149332999180155,0.01979339087427523,14.217210569200326,0.2857149525674494
R1_HIGH_DUAL_A0.0035_W2_ALPHA03_AR1_FUTILITY1_RESOURCE_ECONOMY_A0035_S8105,dual,resource_economy,0.0035,alpha03_ar1_futility1,True,False,0,0,2,False,,0.39985010262944315,0.0,2.611743838824882,-0.009571643700158283,0.2800439394753037,-0.0007375753892964187,0.4343658774166901,0.03922596837294984,13.906778877623214,-0.024716739009662092
R1_HIGH_DUAL_A0.0040_W2_ALPHA03_AR1_FUTILITY1_RESOURCE_ECONOMY_A004_S8105,dual,resource_economy,0.004,alpha03_ar1_futility1,True,False,0,0,2,True,164.0,0.39985010262944315,0.0,2.606368112495543,-0.014947370029497531,0.27886249633673194,-0.0019190185278681882,0.4315108479484208,0.03637093890468057,14.325729659868854,0.39423404323597744
R1_HIGH_EXPLOIT_ONLY_A0.0029_W2_NONE_RESOURCE_ECONOMY_A0029_S8101,exploit_only,resource_economy,0.0029,none,True,False,0,0,2,False,,0.3999485400407312,9.843741128806593e-05,2.626101192457101,0.004785709932060733,0.25484027813126664,-0.025941236733333484,0.422873959815294,0.027734050771553775,13.786555388400531,-0.1449402282323451
R1_HIGH_EXPLOIT_ONLY_A0.0030_W2_NONE_RESOURCE_ECONOMY_AD04EXPLOIT,exploit_only,resource_economy,0.003,none,True,False,0,0,2,False,,0.39957545923850785,-0.000274643390935303,2.630849419161021,0.009533936635980567,0.2854106120149547,0.004629097150354589,0.43163630618193594,0.03649639713819569,13.845199126939207,-0.08629648969366954
R1_HIGH_EXPLOIT_ONLY_A0.0030_W2_NONE_RESOURCE_ECONOMY_AD04EXPLOIT_S8101,exploit_only,resource_economy,0.003,none,True,False,0,0,2,False,,0.3999485400407312,9.843741128806593e-05,2.631961308998041,0.010645826473000497,0.25813162795278655,-0.022649886911813577,0.4301940884462734,0.03505417940253314,13.782291119895051,-0.1492044967378252
R1_HIGH_EXPLOIT_ONLY_A0.0030_W2_NONE_RESOURCE_ECONOMY_AD04EXPLOIT_S8102,exploit_only,resource_economy,0.003,none,True,False,0,0,2,False,,0.40010882507158735,0.00025872244214419915,2.5938156857418604,-0.02749979678318004,0.2556073752106388,-0.025174139653961314,0.4286409835715265,0.03350107452778628,13.89529642831683,-0.03619918831604707
R1_HIGH_EXPLOIT_ONLY_A0.0030_W2_NONE_RESOURCE_ECONOMY_AD04EXPLOIT_S8103,exploit_only,resource_economy,0.003,none,True,False,0,0,2,False,,0.4000138648665128,0.00016376223706965343,2.66936833063123,0.04805284810618948,0.27745466520799433,-0.0033268496566057904,0.43299333319834143,0.03785342415460119,13.858705962914481,-0.07278965371839519
R1_HIGH_EXPLOIT_ONLY_A0.0030_W2_NONE_RESOURCE_ECONOMY_AD04EXPLOIT_S8104,exploit_only,resource_economy,0.003,none,True,False,0,0,2,False,,0.3999124341558873,6.233152644413709e-05,2.6485230262548902,0.027207543729849792,0.2751238471104612,-0.005657667754138951,0.42330608996975894,0.02816618092601869,13.824269079436533,-0.10722653719634323
R1_HIGH_EXPLOIT_ONLY_A0.0030_W2_NONE_RESOURCE_ECONOMY_AD04EXPLOIT_S8105,exploit_only,resource_economy,0.003,none,True,False,0,0,2,False,,0.39985010262944315,0.0,2.6171212298539994,-0.00419425267104101,0.28090160849599266,0.00012009363139253715,0.4352743537617664,0.04013444471802613,13.906499791096962,-0.02499582553591395
R1_HIGH_EXPLOIT_ONLY_A0.0030_W2_NONE_RESOURCE_ECONOMY_W2,exploit_only,resource_economy,0.003,none,True,False,0,0,2,False,,0.39957545923850785,-0.000274643390935303,2.6243666726998027,0.003051190174762297,0.2830280254922362,0.002246510627636089,0.42529927931688466,0.030159370273144415,13.849258196974905,-0.0822374196579716
R1_HIGH_EXPLOIT_ONLY_A0.0030_W2_NONE_RESOURCE_ECONOMY_W2_S8101,exploit_only,resource_economy,0.003,none,True,False,0,0,2,False,,0.3999485400407312,9.843741128806593e-05,2.626174914111849,0.004859431586808682,0.25529372531413547,-0.025487789550464657,0.4239653379834557,0.02882542893971546,13.785922135219124,-0.14557348141375215
