scenario_id,method,plant,condition,domain,evaluation_status,physical_success,hard_violation,fallback_calls,stored_cycle_rows,representative_trace,controller_failure_detail,physical_certificate_detail,trace_storage_path
I6-A-073,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,True,False,0,76,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-074,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,True,False,0,76,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-074,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,True,False,0,76,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-075,dcsv_mpc,A_full_nonlinear,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,76,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-075,fixed_allocation_pi,A_full_nonlinear,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,75,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-076,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,True,False,0,76,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-076,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,True,False,0,76,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-077,dcsv_mpc,A_full_nonlinear,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,75,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-077,fixed_allocation_pi,A_full_nonlinear,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,76,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-078,dcsv_mpc,A_full_nonlinear,OOD,BRIDGE,EVALUATED,True,False,0,75,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-078,fixed_allocation_pi,A_full_nonlinear,OOD,BRIDGE,EVALUATED,True,False,0,76,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-079,dcsv_mpc,A_full_nonlinear,known,BRIDGE,EVALUATED,True,False,0,76,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-079,fixed_allocation_pi,A_full_nonlinear,known,BRIDGE,EVALUATED,True,False,0,76,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-080,dcsv_mpc,A_full_nonlinear,OOD,BRIDGE,EVALUATED,True,False,0,151,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-080,fixed_allocation_pi,A_full_nonlinear,OOD,BRIDGE,EVALUATED,False,False,0,150,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-081,dcsv_mpc,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,49,150,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-081,fixed_allocation_pi,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,0,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-082,dcsv_mpc,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,True,False,0,151,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-082,fixed_allocation_pi,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,False,False,0,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-083,dcsv_mpc,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,True,False,0,150,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-083,fixed_allocation_pi,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,False,False,0,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-084,dcsv_mpc,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,48,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-084,fixed_allocation_pi,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,0,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-085,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,36,150,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-085,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,0,150,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-086,dcsv_mpc,A_full_nonlinear,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,151,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-086,fixed_allocation_pi,A_full_nonlinear,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,151,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-087,dcsv_mpc,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,False,False,44,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-087,fixed_allocation_pi,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,False,False,0,150,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-088,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,27,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-088,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,0,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-089,dcsv_mpc,A_full_nonlinear,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,84,151,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-089,fixed_allocation_pi,A_full_nonlinear,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,151,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-090,dcsv_mpc,A_full_nonlinear,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,2,75,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-090,fixed_allocation_pi,A_full_nonlinear,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,75,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-091,dcsv_mpc,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-091,fixed_allocation_pi,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-092,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-092,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,0,75,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-093,dcsv_mpc,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,0,75,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-093,fixed_allocation_pi,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-094,dcsv_mpc,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,False,False,0,75,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-094,fixed_allocation_pi,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,False,False,0,75,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-095,dcsv_mpc,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,True,False,0,76,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-095,fixed_allocation_pi,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,False,False,0,75,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-096,dcsv_mpc,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-096,fixed_allocation_pi,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-097,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-097,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,True,False,0,76,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-098,dcsv_mpc,A_full_nonlinear,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,42,75,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-098,fixed_allocation_pi,A_full_nonlinear,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,76,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-099,dcsv_mpc,A_full_nonlinear,OOD,BRIDGE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-099,fixed_allocation_pi,A_full_nonlinear,OOD,BRIDGE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-100,dcsv_mpc,A_full_nonlinear,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,1,151,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-100,fixed_allocation_pi,A_full_nonlinear,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,151,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-101,dcsv_mpc,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,True,False,0,150,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-101,fixed_allocation_pi,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,True,False,0,151,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-102,dcsv_mpc,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,False,False,55,150,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-102,fixed_allocation_pi,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,False,False,0,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-103,dcsv_mpc,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,True,False,0,150,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-103,fixed_allocation_pi,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,False,False,0,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-104,dcsv_mpc,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,59,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-104,fixed_allocation_pi,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,0,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-105,dcsv_mpc,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,True,False,0,150,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-105,fixed_allocation_pi,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,False,False,0,150,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-106,dcsv_mpc,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,72,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-106,fixed_allocation_pi,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,0,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-107,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,True,False,0,150,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-107,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,0,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-108,dcsv_mpc,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,79,150,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-108,fixed_allocation_pi,A_full_nonlinear,known,BRIDGE,EVALUATED,False,False,0,151,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-109,dcsv_mpc,A_full_nonlinear,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,10,150,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-109,fixed_allocation_pi,A_full_nonlinear,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,150,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-110,dcsv_mpc,A_full_nonlinear,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,8,76,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-110,fixed_allocation_pi,A_full_nonlinear,known,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,76,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-111,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,True,False,0,76,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-111,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,True,False,0,76,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-112,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,0,75,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-112,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,0,75,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-113,dcsv_mpc,A_full_nonlinear,OOD,BRIDGE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-113,fixed_allocation_pi,A_full_nonlinear,OOD,BRIDGE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-114,dcsv_mpc,A_full_nonlinear,OOD,BRIDGE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-114,fixed_allocation_pi,A_full_nonlinear,OOD,BRIDGE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-115,dcsv_mpc,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,True,False,0,76,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-115,fixed_allocation_pi,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,True,False,0,75,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-116,dcsv_mpc,A_full_nonlinear,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,76,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-116,fixed_allocation_pi,A_full_nonlinear,OOD,PHYSICALLY_INFEASIBLE,PHYSICALLY_INFEASIBLE_CERTIFIED,False,False,0,76,False,False,True,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-117,dcsv_mpc,A_full_nonlinear,OOD,BRIDGE,EVALUATED,False,False,3,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-117,fixed_allocation_pi,A_full_nonlinear,OOD,BRIDGE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-118,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-118,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-119,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,1,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-A-119,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,0,76,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-000,dcsv_mpc,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,True,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-000,fixed_allocation_pi,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,True,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-001,dcsv_mpc,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-001,fixed_allocation_pi,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-002,dcsv_mpc,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-002,fixed_allocation_pi,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-003,dcsv_mpc,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-003,fixed_allocation_pi,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-004,dcsv_mpc,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,True,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-004,fixed_allocation_pi,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,True,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-005,dcsv_mpc,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-005,fixed_allocation_pi,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-006,dcsv_mpc,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-006,fixed_allocation_pi,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-007,dcsv_mpc,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-007,fixed_allocation_pi,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-008,dcsv_mpc,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-008,fixed_allocation_pi,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-009,dcsv_mpc,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-009,fixed_allocation_pi,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-010,dcsv_mpc,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-010,fixed_allocation_pi,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-011,dcsv_mpc,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-011,fixed_allocation_pi,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-012,dcsv_mpc,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-012,fixed_allocation_pi,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-013,dcsv_mpc,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-013,fixed_allocation_pi,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-014,dcsv_mpc,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-014,fixed_allocation_pi,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-015,dcsv_mpc,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-015,fixed_allocation_pi,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-016,dcsv_mpc,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-016,fixed_allocation_pi,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-017,dcsv_mpc,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-017,fixed_allocation_pi,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-018,dcsv_mpc,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-018,fixed_allocation_pi,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-019,dcsv_mpc,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-019,fixed_allocation_pi,B_native_ANDES_Kundur,known,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-020,dcsv_mpc,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-020,fixed_allocation_pi,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-021,dcsv_mpc,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-021,fixed_allocation_pi,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-022,dcsv_mpc,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-022,fixed_allocation_pi,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-023,dcsv_mpc,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-B-023,fixed_allocation_pi,B_native_ANDES_Kundur,OOD,SUSTAINABLE,EVALUATED,True,False,0,15005,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-N-00,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,True,False,0,901,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-N-00,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,True,False,0,900,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-N-01,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,True,False,0,900,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-N-01,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,True,False,0,900,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-N-02,dcsv_mpc,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,0,901,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-N-02,fixed_allocation_pi,A_full_nonlinear,known,SUSTAINABLE,EVALUATED,False,False,0,901,False,True,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-N-03,dcsv_mpc,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,True,False,0,901,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-N-03,fixed_allocation_pi,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,True,False,0,901,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
I6-N-04,dcsv_mpc,A_full_nonlinear,OOD,SUSTAINABLE,EVALUATED,True,False,0,900,False,False,False,results_phase_i/I6/VALIDATION_CYCLES.parquet
