scenario_id,method,metric,absolute_difference,matches_frozen
H7_A_38,nominal_offset_free_mpc,frequency_iae_hz_s,0.0,True
H7_A_38,nominal_offset_free_mpc,ace_iae_pu_s,0.0,True
H7_A_38,nominal_offset_free_mpc,tie_iae_pu_s,0.0,True
H7_A_38,nominal_offset_free_mpc,failure_aware_cost,0.0,True
H7_A_38,rls_adaptive_mpc,frequency_iae_hz_s,0.0,True
H7_A_38,rls_adaptive_mpc,ace_iae_pu_s,0.0,True
H7_A_38,rls_adaptive_mpc,tie_iae_pu_s,0.0,True
H7_A_38,rls_adaptive_mpc,failure_aware_cost,0.0,True
H7_A_38,contract_robust_mpc,frequency_iae_hz_s,0.0,True
H7_A_38,contract_robust_mpc,ace_iae_pu_s,0.0,True
H7_A_38,contract_robust_mpc,tie_iae_pu_s,0.0,True
H7_A_38,contract_robust_mpc,failure_aware_cost,0.0,True
H7_A_38,true_capability_oracle_mpc,frequency_iae_hz_s,0.0,True
H7_A_38,true_capability_oracle_mpc,ace_iae_pu_s,0.0,True
H7_A_38,true_capability_oracle_mpc,tie_iae_pu_s,0.0,True
H7_A_38,true_capability_oracle_mpc,failure_aware_cost,0.0,True
H7_A_38,DCSV-MPC,frequency_iae_hz_s,0.0,True
H7_A_38,DCSV-MPC,ace_iae_pu_s,0.0,True
H7_A_38,DCSV-MPC,tie_iae_pu_s,0.0,True
H7_A_38,DCSV-MPC,failure_aware_cost,0.0,True
H7_A_39,sg_only_pi,frequency_iae_hz_s,0.0,True
H7_A_39,sg_only_pi,ace_iae_pu_s,0.0,True
H7_A_39,sg_only_pi,tie_iae_pu_s,0.0,True
H7_A_39,sg_only_pi,failure_aware_cost,0.0,True
H7_A_39,fixed_allocation_pi,frequency_iae_hz_s,0.0,True
H7_A_39,fixed_allocation_pi,ace_iae_pu_s,0.0,True
H7_A_39,fixed_allocation_pi,tie_iae_pu_s,0.0,True
H7_A_39,fixed_allocation_pi,failure_aware_cost,0.0,True
H7_A_39,nominal_offset_free_mpc,frequency_iae_hz_s,0.0,True
H7_A_39,nominal_offset_free_mpc,ace_iae_pu_s,0.0,True
H7_A_39,nominal_offset_free_mpc,tie_iae_pu_s,0.0,True
H7_A_39,nominal_offset_free_mpc,failure_aware_cost,0.0,True
H7_A_39,rls_adaptive_mpc,frequency_iae_hz_s,0.0,True
H7_A_39,rls_adaptive_mpc,ace_iae_pu_s,0.0,True
H7_A_39,rls_adaptive_mpc,tie_iae_pu_s,0.0,True
H7_A_39,rls_adaptive_mpc,failure_aware_cost,0.0,True
H7_A_39,contract_robust_mpc,frequency_iae_hz_s,0.0,True
H7_A_39,contract_robust_mpc,ace_iae_pu_s,0.0,True
H7_A_39,contract_robust_mpc,tie_iae_pu_s,0.0,True
H7_A_39,contract_robust_mpc,failure_aware_cost,0.0,True
H7_A_39,true_capability_oracle_mpc,frequency_iae_hz_s,0.0,True
H7_A_39,true_capability_oracle_mpc,ace_iae_pu_s,0.0,True
H7_A_39,true_capability_oracle_mpc,tie_iae_pu_s,0.0,True
H7_A_39,true_capability_oracle_mpc,failure_aware_cost,0.0,True
H7_A_39,DCSV-MPC,frequency_iae_hz_s,0.0,True
H7_A_39,DCSV-MPC,ace_iae_pu_s,0.0,True
H7_A_39,DCSV-MPC,tie_iae_pu_s,0.0,True
H7_A_39,DCSV-MPC,failure_aware_cost,0.0,True
H7_B_22,sg_only_pi,frequency_iae_hz_s,0.0,True
H7_B_22,sg_only_pi,ace_iae_pu_s,0.0,True
H7_B_22,sg_only_pi,tie_iae_pu_s,0.0,True
H7_B_22,sg_only_pi,failure_aware_cost,0.0,True
H7_B_22,fixed_allocation_pi,frequency_iae_hz_s,0.0,True
H7_B_22,fixed_allocation_pi,ace_iae_pu_s,0.0,True
H7_B_22,fixed_allocation_pi,tie_iae_pu_s,0.0,True
H7_B_22,fixed_allocation_pi,failure_aware_cost,0.0,True
H7_B_22,nominal_offset_free_mpc,frequency_iae_hz_s,0.0,True
H7_B_22,nominal_offset_free_mpc,ace_iae_pu_s,0.0,True
H7_B_22,nominal_offset_free_mpc,tie_iae_pu_s,0.0,True
H7_B_22,nominal_offset_free_mpc,failure_aware_cost,0.0,True
H7_B_22,rls_adaptive_mpc,frequency_iae_hz_s,0.0,True
H7_B_22,rls_adaptive_mpc,ace_iae_pu_s,0.0,True
H7_B_22,rls_adaptive_mpc,tie_iae_pu_s,0.0,True
H7_B_22,rls_adaptive_mpc,failure_aware_cost,0.0,True
H7_B_22,contract_robust_mpc,frequency_iae_hz_s,0.0,True
H7_B_22,contract_robust_mpc,ace_iae_pu_s,0.0,True
H7_B_22,contract_robust_mpc,tie_iae_pu_s,0.0,True
H7_B_22,contract_robust_mpc,failure_aware_cost,0.0,True
H7_B_22,true_capability_oracle_mpc,frequency_iae_hz_s,0.0,True
H7_B_22,true_capability_oracle_mpc,ace_iae_pu_s,0.0,True
H7_B_22,true_capability_oracle_mpc,tie_iae_pu_s,0.0,True
H7_B_22,true_capability_oracle_mpc,failure_aware_cost,0.0,True
H7_B_22,DCSV-MPC,frequency_iae_hz_s,0.0,True
H7_B_22,DCSV-MPC,ace_iae_pu_s,0.0,True
H7_B_22,DCSV-MPC,tie_iae_pu_s,0.0,True
H7_B_22,DCSV-MPC,failure_aware_cost,0.0,True
H7_B_25,sg_only_pi,frequency_iae_hz_s,0.0,True
H7_B_25,sg_only_pi,ace_iae_pu_s,0.0,True
H7_B_25,sg_only_pi,tie_iae_pu_s,0.0,True
H7_B_25,sg_only_pi,failure_aware_cost,0.0,True
H7_B_25,fixed_allocation_pi,frequency_iae_hz_s,0.0,True
H7_B_25,fixed_allocation_pi,ace_iae_pu_s,0.0,True
H7_B_25,fixed_allocation_pi,tie_iae_pu_s,0.0,True
H7_B_25,fixed_allocation_pi,failure_aware_cost,0.0,True
H7_B_25,nominal_offset_free_mpc,frequency_iae_hz_s,0.0,True
H7_B_25,nominal_offset_free_mpc,ace_iae_pu_s,0.0,True
H7_B_25,nominal_offset_free_mpc,tie_iae_pu_s,0.0,True
H7_B_25,nominal_offset_free_mpc,failure_aware_cost,0.0,True
H7_B_25,rls_adaptive_mpc,frequency_iae_hz_s,0.0,True
H7_B_25,rls_adaptive_mpc,ace_iae_pu_s,0.0,True
H7_B_25,rls_adaptive_mpc,tie_iae_pu_s,0.0,True
H7_B_25,rls_adaptive_mpc,failure_aware_cost,0.0,True
H7_B_25,contract_robust_mpc,frequency_iae_hz_s,0.0,True
H7_B_25,contract_robust_mpc,ace_iae_pu_s,0.0,True
H7_B_25,contract_robust_mpc,tie_iae_pu_s,0.0,True
H7_B_25,contract_robust_mpc,failure_aware_cost,0.0,True
H7_B_25,true_capability_oracle_mpc,frequency_iae_hz_s,0.0,True
H7_B_25,true_capability_oracle_mpc,ace_iae_pu_s,0.0,True
H7_B_25,true_capability_oracle_mpc,tie_iae_pu_s,0.0,True
H7_B_25,true_capability_oracle_mpc,failure_aware_cost,0.0,True
H7_B_25,DCSV-MPC,frequency_iae_hz_s,0.0,True
H7_B_25,DCSV-MPC,ace_iae_pu_s,0.0,True
H7_B_25,DCSV-MPC,tie_iae_pu_s,0.0,True
H7_B_25,DCSV-MPC,failure_aware_cost,0.0,True
H7_B_26,sg_only_pi,frequency_iae_hz_s,0.0,True
H7_B_26,sg_only_pi,ace_iae_pu_s,0.0,True
H7_B_26,sg_only_pi,tie_iae_pu_s,0.0,True
H7_B_26,sg_only_pi,failure_aware_cost,0.0,True
H7_B_26,fixed_allocation_pi,frequency_iae_hz_s,0.0,True
H7_B_26,fixed_allocation_pi,ace_iae_pu_s,0.0,True
H7_B_26,fixed_allocation_pi,tie_iae_pu_s,0.0,True
H7_B_26,fixed_allocation_pi,failure_aware_cost,0.0,True
H7_B_26,nominal_offset_free_mpc,frequency_iae_hz_s,0.0,True
H7_B_26,nominal_offset_free_mpc,ace_iae_pu_s,0.0,True
H7_B_26,nominal_offset_free_mpc,tie_iae_pu_s,0.0,True
H7_B_26,nominal_offset_free_mpc,failure_aware_cost,0.0,True
H7_B_26,rls_adaptive_mpc,frequency_iae_hz_s,0.0,True
H7_B_26,rls_adaptive_mpc,ace_iae_pu_s,0.0,True
H7_B_26,rls_adaptive_mpc,tie_iae_pu_s,0.0,True
H7_B_26,rls_adaptive_mpc,failure_aware_cost,0.0,True
H7_B_26,contract_robust_mpc,frequency_iae_hz_s,0.0,True
H7_B_26,contract_robust_mpc,ace_iae_pu_s,0.0,True
H7_B_26,contract_robust_mpc,tie_iae_pu_s,0.0,True
H7_B_26,contract_robust_mpc,failure_aware_cost,0.0,True
H7_B_26,true_capability_oracle_mpc,frequency_iae_hz_s,0.0,True
H7_B_26,true_capability_oracle_mpc,ace_iae_pu_s,0.0,True
H7_B_26,true_capability_oracle_mpc,tie_iae_pu_s,0.0,True
H7_B_26,true_capability_oracle_mpc,failure_aware_cost,0.0,True
H7_B_26,DCSV-MPC,frequency_iae_hz_s,0.0,True
H7_B_26,DCSV-MPC,ace_iae_pu_s,0.0,True
H7_B_26,DCSV-MPC,tie_iae_pu_s,0.0,True
H7_B_26,DCSV-MPC,failure_aware_cost,0.0,True
H7_B_27,sg_only_pi,frequency_iae_hz_s,0.0,True
H7_B_27,sg_only_pi,ace_iae_pu_s,0.0,True
H7_B_27,sg_only_pi,tie_iae_pu_s,0.0,True
H7_B_27,sg_only_pi,failure_aware_cost,0.0,True
H7_B_27,fixed_allocation_pi,frequency_iae_hz_s,0.0,True
H7_B_27,fixed_allocation_pi,ace_iae_pu_s,0.0,True
H7_B_27,fixed_allocation_pi,tie_iae_pu_s,0.0,True
H7_B_27,fixed_allocation_pi,failure_aware_cost,0.0,True
H7_B_27,nominal_offset_free_mpc,frequency_iae_hz_s,0.0,True
H7_B_27,nominal_offset_free_mpc,ace_iae_pu_s,0.0,True
H7_B_27,nominal_offset_free_mpc,tie_iae_pu_s,0.0,True
H7_B_27,nominal_offset_free_mpc,failure_aware_cost,0.0,True
H7_B_27,rls_adaptive_mpc,frequency_iae_hz_s,0.0,True
H7_B_27,rls_adaptive_mpc,ace_iae_pu_s,0.0,True
H7_B_27,rls_adaptive_mpc,tie_iae_pu_s,0.0,True
H7_B_27,rls_adaptive_mpc,failure_aware_cost,0.0,True
H7_B_27,contract_robust_mpc,frequency_iae_hz_s,0.0,True
H7_B_27,contract_robust_mpc,ace_iae_pu_s,0.0,True
H7_B_27,contract_robust_mpc,tie_iae_pu_s,0.0,True
H7_B_27,contract_robust_mpc,failure_aware_cost,0.0,True
H7_B_27,true_capability_oracle_mpc,frequency_iae_hz_s,0.0,True
H7_B_27,true_capability_oracle_mpc,ace_iae_pu_s,0.0,True
H7_B_27,true_capability_oracle_mpc,tie_iae_pu_s,0.0,True
H7_B_27,true_capability_oracle_mpc,failure_aware_cost,0.0,True
H7_B_27,DCSV-MPC,frequency_iae_hz_s,0.0,True
H7_B_27,DCSV-MPC,ace_iae_pu_s,0.0,True
H7_B_27,DCSV-MPC,tie_iae_pu_s,0.0,True
H7_B_27,DCSV-MPC,failure_aware_cost,0.0,True
