metric,pairs,improvement,ci_lower,ci_upper,passes_8pct_and_positive_ci
frequency_iae_hz_s,16,0.1554541816262447,-0.0616486516694883,0.389661952109782,False
ace_iae_pu_s,16,0.1431891724952115,-0.0287867132023679,0.3619112697145625,False
tie_iae_pu_s,16,-0.0194620402482228,-0.1749534634935832,0.0917152017728447,False
