case,load0_pu,load1_pu,physical_domain,power_ramp_energy_bridge_condition,rolling_mpc_finite_horizon_sequence,solver_status,claim,preserved
abrupt_high_bridge_from_zero_pre_event_state,0.165,0.145,BRIDGE,True,False,SAFE_FALLBACK,NO_MPC_FEASIBILITY_CERTIFICATE_AT_THIS_INITIAL_STATE,True
