rocof_expected_hz_s,rocof_numeric_hz_s,rocof_relative_error,max_energy_residual_mwh,plant_b_finite,plant_b_machines,plant_b_buses,andes
-0.3,-0.30000000000000004,1.8503717077085943e-16,1.7742155401095916e-15,True,4,6,"{'tool': 'ANDES', 'version': '2.0.0', 'case': 'kundur/kundur_full.xlsx', 'power_flow_success': True, 'tds_success': True, 'buses': 10, 'lines': 15, 'synchronous_generators': 4, 'native_network_algebraic_equations_retained': True, 'native_dynamic_models_retained': True}"
