plant,duration_s,dt_s,frequency_peak_hz,frequency_rms_hz,converged,native_network,initialization_diagnostic_enabled,algebraic_power_balance_p99_pu
B_native_ANDES_Kundur,120.0,0.02,0.010738072586420344,0.001015322200508271,True,True,True,1.782487811241573e-08
