plant,duration_s,dt_s,frequency_peak_hz,frequency_rms_hz,converged,native_network,initialization_diagnostic_enabled,initialization_test_passed,maximum_initialization_residual,algebraic_power_balance_p99_pu
B_native_ANDES_Kundur,120.0,0.02,0.010741616282430312,0.0010156054187439934,True,True,True,True,2.3092638912203256e-14,1.792443182158099e-08
