metric,pairs,improvement,ci_lower,ci_upper,passes_8pct_and_positive_ci
frequency_iae_hz_s,16,0.00782977737375079,-0.030608816515636916,0.0700655109044721,False
ace_iae_pu_s,16,-0.00985378952039162,-0.04872693778289058,0.051120686334484876,False
tie_iae_pu_s,16,-0.04153643456911893,-0.2085732668950664,0.07314232756180487,False
