point_id,period_s,sg_tension,load_magnitude_pu,power_spread_pu,ramp_spread_pu_per_s,delay_spread_s,noise_std_pu,soc,tie_loading_pu,objective,nominal_frequency_hz
B1_ADAPT_0030,4.0,medium,0.0546396122078556,0.0342466836150679,0.0220525779415394,0.5685491384056449,0.0009658128882774,0.3900304485841012,0.0314934106012361,resource_economy,50.0
B1_ADAPT_0031,4.0,medium,0.0673918679713177,0.035,0.0155832593034601,0.2059143400992063,0.0014794477263962,0.7,0.0,resource_economy,50.0
B1_ADAPT_0032,2.0,low,0.0742292359713372,0.000138359417613,0.0223395245130622,0.49524232272013,0.0016736894662142,0.5029709278008639,0.04,resource_economy,50.0
B1_ADAPT_0033,4.0,medium,0.0697603371076702,0.0228041610227403,0.0231029325899784,0.9573153133603014,0.0013737823115261,0.5464852510252753,0.0339707234326919,resource_economy,50.0
B1_ADAPT_0034,2.0,high,0.0556439123112498,0.0170881571339656,0.0,0.6318264944223297,0.0015311758089969,0.4082399838911932,0.0360720563407721,resource_economy,50.0
B1_ADAPT_0035,4.0,high,0.063240656745187,0.035,0.003652698817051,0.9258280172045094,0.002,0.3,0.0135530858359516,resource_economy,50.0
B1_ADAPT_0036,4.0,medium,0.075,0.014751220079715,0.0004229045023982,0.0254313648280669,0.0006429473080853,0.6044260315251717,0.04,resource_economy,50.0
B1_ADAPT_0037,4.0,medium,0.0730014620605188,0.0126122386465933,0.0218159197209312,0.1246466375622266,0.000695146835804,0.4916177531680177,0.0310506099804216,resource_economy,50.0
B1_ADAPT_0038,4.0,low,0.0673657786392476,0.0235876154733962,0.0209121853240801,0.9161976954431073,0.0012027703893528,0.356204737498394,0.0129103410313364,resource_economy,50.0
B1_ADAPT_0039,4.0,medium,0.0658254598155434,0.0036921439867651,0.0,0.980308015360683,0.0005195480645844,0.4581106315754248,0.0243969832954743,resource_economy,50.0
B1_ADAPT_0040,4.0,high,0.0619101112064115,0.0291906263810605,0.0076906469791962,1.2608832370783116,0.002,0.4408206512845478,0.0140278052007792,resource_economy,50.0
B1_ADAPT_0041,4.0,low,0.0714905395121196,0.0175491325272978,0.0289773628245261,0.8599069565717228,0.0010611058928304,0.518153441831246,0.033637452262115,resource_economy,50.0
