scenario_id,contract_violation_detection_calls,frequency_peak_hz,frequency_rms_hz,terminal_recovery,fallback_calls,hard_violation
R5-CV-00,85,1.1475672225052893,0.14988552427974677,True,0,False
R5-CV-01,46,1.184003616214338,0.16174969482069834,True,0,False
R5-CV-02,93,0.935341946164109,0.12407713328772133,True,0,False
R5-CV-03,45,0.9581949169275886,0.13239102267777667,True,0,False
R5-CV-04,92,1.215859849002426,0.1529350735056398,True,0,False
R5-CV-05,41,1.178182131350491,0.16018993131462245,True,0,False
