scenario_id,split,seed,design_cell,plant,mechanism,capability_mechanism,sg_tension,period_s,control_period_s,condition,known_ood,duration_s,capability_change_time_s,load_event_time_s,load_area,load_sign,load_magnitude_pu,timing_relation,initial_soc,initial_soc_area1,initial_soc_area2,value_region,contract_violation,contract_status,factor_assignment,method,physical_success,frequency_peak_hz,ace_iae_pu_s,tie_iae_pu_s,sg_mechanical_mileage_pu,bess_energy_throughput_pu_s,terminal_recovery,hard_violation,command_violation,normal1h,controller_calls,attempted_optimization_calls,solver_failure_calls,fallback_calls,restoration_calls,p99_solve_time_s,full_rolling,certificate_issues,certificate_revocations,probe_active_calls,probe_command_l1_pu_s,certified_surplus_l1_pu_s,ordinary_controller_truth_read,evaluation_only_truth_read,voi_decision_calls,voi_worthwhile_calls,voi_abstention_calls,voi_probe_triggers,candidate_diameter_reduction_mean,candidate_diameter_reduction_max,passive_certificate_renewals,maximum_unmetered_responsibility_jump_pu,probe_aborts_on_change
D5-M1R1-000,development_r1,5500,A_full_nonlinear|power_drop|low|2,A_full_nonlinear,power_drop,power_drop,low,2.0,2.0,known,known,300.0,120.19916764855678,106.19916764855678,area0,1,0.0744,before,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL,contract_only_recourse_mpc,True,0.3144061974972532,1.0959822513901347,0.1733486455686312,0.2203433436619179,2.100886567154661,True,False,False,False,151,151,0,0,0,0.0756880500011902,True,0,0,0,0.0,0.0,False,False,0,0,0,0,0.0,0.0,0,0.0,0
D5-M1R1-000,development_r1,5500,A_full_nonlinear|power_drop|low|2,A_full_nonlinear,power_drop,power_drop,low,2.0,2.0,known,known,300.0,120.19916764855678,106.19916764855678,area0,1,0.0744,before,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL,perfect_capability_recourse_oracle,True,0.3161285645062949,1.0882124902920012,0.1626530896668037,0.2032006516790201,2.951027665691982,True,False,False,False,151,151,0,0,0,0.0717270500026643,True,0,0,0,0.0,0.0,False,True,0,0,0,0,0.0,0.0,0,0.0,0
D5-M1R1-001,development_r1,5501,A_full_nonlinear|power_drop|low|2,A_full_nonlinear,power_drop,power_drop,low,2.0,2.0,known,known,300.0,109.1182767435132,95.1182767435132,area1,1,0.02,before,0.55,0.55,0.55,LOW_VALUE_CONTROL,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL,contract_only_recourse_mpc,True,0.0591205584546642,0.1625281070149373,0.0377195986374173,0.0679148630706934,0.0200643761949635,True,False,False,False,151,151,0,0,0,0.0756617500010179,True,0,0,0,0.0,0.0,False,False,0,0,0,0,0.0,0.0,0,0.0,0
D5-M1R1-001,development_r1,5501,A_full_nonlinear|power_drop|low|2,A_full_nonlinear,power_drop,power_drop,low,2.0,2.0,known,known,300.0,109.1182767435132,95.1182767435132,area1,1,0.02,before,0.55,0.55,0.55,LOW_VALUE_CONTROL,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL,perfect_capability_recourse_oracle,True,0.0585726858044923,0.160982768790864,0.0369749039902301,0.0655626804913329,0.0207311035100316,True,False,False,False,151,151,0,0,0,0.0709863000010955,True,0,0,0,0.0,0.0,False,True,0,0,0,0,0.0,0.0,0,0.0,0
D5-M1R1-002,development_r1,5502,A_full_nonlinear|power_drop|low|4,A_full_nonlinear,power_drop,power_drop,low,4.0,4.0,known,known,300.0,123.80099921419476,123.80099921419476,both,1,0.0744,simultaneous,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL,contract_only_recourse_mpc,True,0.4540639393955227,2.4216114646109155,0.0963002641891469,0.3702649845238854,2.559965148905211,True,False,False,False,76,76,0,0,0,0.0772096999971836,True,0,0,0,0.0,0.0,False,False,0,0,0,0,0.0,0.0,0,0.0,0
D5-M1R1-002,development_r1,5502,A_full_nonlinear|power_drop|low|4,A_full_nonlinear,power_drop,power_drop,low,4.0,4.0,known,known,300.0,123.80099921419476,123.80099921419476,both,1,0.0744,simultaneous,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL,perfect_capability_recourse_oracle,True,0.453937955723016,2.4237664011621267,0.096358275591143,0.3722758943405111,2.560581497012526,True,False,False,False,76,76,0,0,0,0.0727879750011197,True,0,0,0,0.0,0.0,False,True,0,0,0,0,0.0,0.0,0,0.0,0
D5-M1R1-003,development_r1,5503,A_full_nonlinear|power_drop|low|4,A_full_nonlinear,power_drop,power_drop,low,4.0,4.0,known,known,300.0,110.76480603190043,110.76480603190043,area0,1,0.02,simultaneous,0.55,0.55,0.55,LOW_VALUE_CONTROL,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL,contract_only_recourse_mpc,True,0.0525611749775617,0.2136068003761289,0.0492588242290352,0.0897134202421287,0.0258078197161264,True,False,False,False,76,76,0,0,0,0.0725613750018965,True,0,0,0,0.0,0.0,False,False,0,0,0,0,0.0,0.0,0,0.0,0
D5-M1R1-003,development_r1,5503,A_full_nonlinear|power_drop|low|4,A_full_nonlinear,power_drop,power_drop,low,4.0,4.0,known,known,300.0,110.76480603190043,110.76480603190043,area0,1,0.02,simultaneous,0.55,0.55,0.55,LOW_VALUE_CONTROL,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL,perfect_capability_recourse_oracle,True,0.0525904529695113,0.2148055529635909,0.0493295708956664,0.0907806594244561,0.0259864038279103,True,False,False,False,76,76,0,0,0,0.0773346000005403,True,0,0,0,0.0,0.0,False,True,0,0,0,0,0.0,0.0,0,0.0,0
D5-M1R1-004,development_r1,5504,A_full_nonlinear|power_drop|high|2,A_full_nonlinear,power_drop,power_drop,high,2.0,2.0,OOD,OOD,300.0,125.67212682518483,139.67212682518485,area1,1,0.0558,after,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL,contract_only_recourse_mpc,True,0.2400974023005751,0.7943474560459511,0.1480168289836739,0.161783589011798,1.102848141361492,True,False,False,False,151,151,0,0,0,0.0773710499997832,True,0,0,0,0.0,0.0,False,False,0,0,0,0,0.0,0.0,0,0.0,0
D5-M1R1-004,development_r1,5504,A_full_nonlinear|power_drop|high|2,A_full_nonlinear,power_drop,power_drop,high,2.0,2.0,OOD,OOD,300.0,125.67212682518483,139.67212682518485,area1,1,0.0558,after,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL,perfect_capability_recourse_oracle,True,0.2401021940952769,0.7944159295544286,0.148046445784358,0.1618157712941716,1.1028461639943663,True,False,False,False,151,151,0,0,0,0.0717200500039325,True,0,0,0,0.0,0.0,False,True,0,0,0,0,0.0,0.0,0,0.0,0
