plant,condition,method,episodes,success_rate,frequency_peak_hz,ace_iae_pu_s,tie_rms_pu,restoration_calls,fallback_calls,numerical_failure_calls
A_full_nonlinear,OOD,contract_only_rolling_mpc,41,0.8536585365853658,0.5998810278205529,13.315278678149783,0.023699840546570615,62,55,0
A_full_nonlinear,OOD,dcsv_cr_mpc,41,0.8048780487804879,0.6648209680321285,19.88894345152486,0.03607295724197761,2,214,0
A_full_nonlinear,known,contract_only_rolling_mpc,42,0.7857142857142857,0.7060674805414484,27.6415384104149,0.04892855161877409,5,35,0
A_full_nonlinear,known,dcsv_cr_mpc,42,0.6428571428571429,0.9940745244583093,51.01598036783064,0.09341674500383829,0,501,0
B_native_ANDES_Kundur,OOD,contract_only_rolling_mpc,12,1.0,0.04837352762608216,1.3434792842406083,0.0021699307744334636,0,0,0
B_native_ANDES_Kundur,OOD,dcsv_cr_mpc,12,1.0,0.04800928404601418,1.1721881889508257,0.002114358131079044,0,0,0
B_native_ANDES_Kundur,known,contract_only_rolling_mpc,12,1.0,0.04886537041318917,1.7363678767359623,0.0029674581013320682,0,0,0
B_native_ANDES_Kundur,known,dcsv_cr_mpc,12,1.0,0.049127264234858636,1.5250045164321557,0.002999032618863886,0,0,0
