scenario_id,contract_violation_detection_calls,frequency_peak_hz,frequency_rms_hz,terminal_recovery,fallback_calls,hard_violation
C2-CV-00,89,0.9757285550976597,0.11550318085556978,True,0,False
C2-CV-01,37,0.755942987416618,0.0893765224390311,True,0,False
C2-CV-02,72,0.9365051988873095,0.1166216991201133,True,0,False
C2-CV-03,27,0.9319626811570151,0.12025294465745295,True,0,False
C2-CV-04,90,1.222052366205977,0.15264542149173405,True,0,False
C2-CV-05,41,1.1703337183736597,0.15833376205801206,True,0,False
