metric,analysis,penalty_multiplier,paired_scenarios,design_cells,scenario_balanced_proposed_mean,scenario_balanced_baseline_mean,paired_absolute_difference,aggregate_mean_relative_improvement,diagnostic_only_mean_episode_relative_ratio,primary_metric,relative_improvement_lower,passes
frequency_peak_hz,both_success,,84,24,0.22309385732740114,0.22444460303078761,0.0013507457033864745,0.006018169673704247,0.008249526215299605,True,-0.0017578049810681798,False
ace_iae_pu_s,both_success,,84,24,1.6793352281133167,1.725502087512367,0.0461668593990503,0.02675560912569421,-0.016515806140506628,True,-0.05647248945280246,False
tie_rms_pu,both_success,,84,24,0.0034163222360710835,0.003103988588442755,-0.0003123336476283287,-0.10062332342047169,-0.12964811787106942,True,-0.16686980961636166,False
