source,metric,analysis,penalty_multiplier,field,recomputed,package,absolute_difference,within_tolerance,scope,category,quantity,plant,mechanism,sg_tension
HIERARCHICAL_BOOTSTRAP,ace_iae_pu_s,failure_aware,3.0,relative_improvement_median,-0.02678716326980783,-0.0267871632698078,3.122502256758253e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,ace_iae_pu_s,failure_aware,3.0,relative_improvement_upper,0.0653096647213467,0.0653096647213467,0.0,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,both_success,<NA>,absolute_difference_lower,-0.0019301525070485358,-0.0019301525070485,3.5778671692021646e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,both_success,<NA>,absolute_difference_median,0.0005321218681476753,0.0005321218681476,7.524363077049401e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,both_success,<NA>,absolute_difference_upper,0.0027511310379419525,0.0027511310379419,5.2475385148298415e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,both_success,<NA>,relative_improvement_lower,-0.007735671962992813,-0.0077356719629928,1.3010426069826053e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,both_success,<NA>,relative_improvement_median,0.0021918831994035557,0.0021918831994035,5.551115123125783e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,both_success,<NA>,relative_improvement_upper,0.010955527719936676,0.0109555277199366,7.632783294297951e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,1.5,absolute_difference_lower,-0.045678379210312425,-0.0456783792103124,2.7755575615628914e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,1.5,absolute_difference_median,-0.011783189695346391,-0.0117831896953463,9.020562075079397e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,1.5,absolute_difference_upper,0.0012203977263408438,0.0012203977263408,4.380176776841438e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,1.5,relative_improvement_lower,-0.12865671809990545,-0.1286567180999054,5.551115123125783e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,1.5,relative_improvement_median,-0.03546061434757177,-0.0354606143475717,6.938893903907228e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,1.5,relative_improvement_upper,0.004215323183377364,0.0042153231833773,6.331740687315346e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,2.0,absolute_difference_lower,-0.06504322539030695,-0.0650432253903069,5.551115123125783e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,2.0,absolute_difference_median,-0.01800802911823185,-0.0180080291182318,4.85722573273506e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,2.0,absolute_difference_upper,0.0011129002225805588,0.0011129002225805,5.876375774871434e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,2.0,relative_improvement_lower,-0.1637322862257553,-0.1637322862257553,0.0,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,2.0,relative_improvement_median,-0.046965202647595905,-0.0469652026475959,6.938893903907228e-18,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,2.0,relative_improvement_upper,0.0035151593861847603,0.0035151593861847,6.028164079019405e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,3.0,absolute_difference_lower,-0.11190839331797892,-0.1119083933179789,1.3877787807814457e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,3.0,absolute_difference_median,-0.027940995876680974,-0.0279409958766809,7.28583859910259e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,3.0,absolute_difference_upper,0.0011449070654561261,0.0011449070654561,2.6020852139652106e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,3.0,relative_improvement_lower,-0.23382055496995277,-0.2338205549699527,8.326672684688674e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,3.0,relative_improvement_median,-0.06145187165670439,-0.0614518716567043,9.020562075079397e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,frequency_peak_hz,failure_aware,3.0,relative_improvement_upper,0.0030024406000304254,0.0030024406000304,2.5587171270657905e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,both_success,<NA>,absolute_difference_lower,-0.0004897920861706729,-0.0004897920861706,7.28583859910259e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,both_success,<NA>,absolute_difference_median,-0.0003046007137884612,-0.0003046007137884,6.120321263680673e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,both_success,<NA>,absolute_difference_upper,-0.00011156550356370913,-0.0001115655035637,9.134403303190375e-18,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,both_success,<NA>,relative_improvement_lower,-0.14749308902764557,-0.1474930890276455,8.326672684688674e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,both_success,<NA>,relative_improvement_median,-0.09072258695874083,-0.0907225869587408,2.7755575615628914e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,both_success,<NA>,relative_improvement_upper,-0.03370629029861018,-0.0337062902986101,7.632783294297951e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,1.5,absolute_difference_lower,-0.0008507307981642089,-0.0008507307981642,8.890457814381136e-18,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,1.5,absolute_difference_median,-0.00041219501458911005,-0.0004121950145891,1.0028870095490916e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,1.5,absolute_difference_upper,-0.0001394579028725447,-0.0001394579028725,4.469623456071492e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,1.5,relative_improvement_lower,-0.16897125119178674,-0.1689712511917867,5.551115123125783e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,1.5,relative_improvement_median,-0.08472646699687966,-0.0847264669968796,5.551115123125783e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,1.5,relative_improvement_upper,-0.029357270155338074,-0.029357270155338,7.28583859910259e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,2.0,absolute_difference_lower,-0.0011889936762100306,-0.00118899367621,3.0574501264091225e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,2.0,absolute_difference_median,-0.0004928420245628004,-0.0004928420245628,4.336808689942018e-19,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,2.0,absolute_difference_upper,-0.00014586700760970837,-0.0001458670076097,8.375461782450522e-18,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,2.0,relative_improvement_lower,-0.19806703494602004,-0.19806703494602,5.551115123125783e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,2.0,relative_improvement_median,-0.08981166985177216,-0.0898116698517721,6.938893903907228e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,2.0,relative_improvement_upper,-0.028048991985893994,-0.0280489919858939,9.367506770274758e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,3.0,absolute_difference_lower,-0.0016875816286807455,-0.0016875816286807,4.5536491244391186e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,3.0,absolute_difference_median,-0.0006361740300236196,-0.0006361740300236,1.962405932198763e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,3.0,absolute_difference_upper,-0.00014251816505652398,-0.0001425181650565,2.3987973066241786e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,3.0,relative_improvement_lower,-0.23802444165843253,-0.2380244416584325,2.7755575615628914e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,3.0,relative_improvement_median,-0.09481048815386972,-0.0948104881538697,2.7755575615628914e-17,True,,,,,,
HIERARCHICAL_BOOTSTRAP,tie_rms_pu,failure_aware,3.0,relative_improvement_upper,-0.024288015236475405,-0.0242880152364754,3.469446951953614e-18,True,,,,,,
PAIRED_FAILURE_TABLE,,,,scenarios,19,19,0.0,True,ALL,both_fail,,,,
PAIRED_FAILURE_TABLE,,,,scenarios,88,88,0.0,True,ALL,both_success,,,,
PAIRED_FAILURE_TABLE,,,,scenarios,0,0,0.0,True,ALL,contract_violation,,,,
PAIRED_FAILURE_TABLE,,,,scenarios,0,0,0.0,True,ALL,not_evaluated,,,,
PAIRED_FAILURE_TABLE,,,,scenarios,0,0,0.0,True,ALL,only_baseline_fails,,,,
PAIRED_FAILURE_TABLE,,,,scenarios,3,3,0.0,True,ALL,only_proposed_fails,,,,
PAIRED_FAILURE_TABLE,,,,scenarios,34,34,0.0,True,ALL,physically_infeasible,,,,
PAIRED_FAILURE_TABLE,,,,scenarios,19,19,0.0,True,A_full_nonlinear,both_fail,,,,
PAIRED_FAILURE_TABLE,,,,scenarios,64,64,0.0,True,A_full_nonlinear,both_success,,,,
PAIRED_FAILURE_TABLE,,,,scenarios,0,0,0.0,True,A_full_nonlinear,contract_violation,,,,
