scenario_id,design_cell,seed,known_ood,period_s,duration_s,initial_soc,capability_change_time_s,load_event_time_s,load_magnitude_pu,load_area,true_power_pu,true_ramp_pu_per_s,true_delay_s,plant,method,physical_success,frequency_peak_hz,ace_iae_pu_s,tie_iae_pu_s,sg_mechanical_mileage_pu,bess_energy_throughput_pu_s,terminal_recovery,hard_violation,command_violation,native_network,native_converged,native_case,initialization_test_passed,maximum_initialization_residual,algebraic_power_balance_p99_pu,paired_execution,contract_action_max_abs_difference_pu,attempted_optimization_calls,solver_failure_calls,fallback_calls,probe_triggers,probe_active_calls,probe_command_l1_pu_s,maximum_solve_time_s,ordinary_controller_truth_read,evaluation_only_truth_read
B_NATIVE_ZERO_REGION_2S_KNOWN_7330,B_NATIVE_ZERO_REGION_2S_KNOWN,7330,known,2.0,300.0,0.5,100.0,150.0,0.035,both,0.065,0.04,0.6,B_native_ANDES_Kundur,selective_voi_accr_mpc,True,0.06481989849758119,0.6455909121421787,0.24310486387650995,0.07998757944059667,2.7833817655607254,True,False,False,True,True,kundur/kundur_vsc.xlsx,True,2.3092638912203256e-14,1.481002047415412e-08,SHARED_IDENTICAL_NO_PROBE_TRAJECTORY,0.0,151,0,0,0,0,0.0,2.7238666000012017,False,False
