scenario_id,design_cell,seed,known_ood,period_s,duration_s,initial_soc,capability_change_time_s,load_event_time_s,load_magnitude_pu,load_area,true_power_pu,true_ramp_pu_per_s,true_delay_s,plant,method,physical_success,frequency_peak_hz,ace_iae_pu_s,tie_iae_pu_s,sg_mechanical_mileage_pu,bess_energy_throughput_pu_s,terminal_recovery,hard_violation,command_violation,native_network,native_converged,native_case,initialization_test_passed,maximum_initialization_residual,algebraic_power_balance_p99_pu,paired_execution,contract_action_max_abs_difference_pu,attempted_optimization_calls,solver_failure_calls,fallback_calls,probe_triggers,probe_active_calls,probe_command_l1_pu_s,maximum_solve_time_s,ordinary_controller_truth_read,evaluation_only_truth_read
B_NATIVE_ZERO_REGION_4S_OOD_7432,B_NATIVE_ZERO_REGION_4S_OOD,7432,ood,4.0,300.0,0.5,116.0,162.0,0.03900000000000001,area1,0.04,0.02,1.8,B_native_ANDES_Kundur,selective_voi_accr_mpc,True,0.0487721425460963,0.8106420906889747,0.3932351315273967,0.07688771408461931,2.169868245961502,True,False,False,True,True,kundur/kundur_vsc.xlsx,True,2.3092638912203256e-14,1.649343396081797e-08,SHARED_IDENTICAL_NO_PROBE_TRAJECTORY,0.0,76,0,0,0,0,0.0,0.6033164000000397,False,False
