period_s,delay_s,left_vertex_s,right_vertex_s,matrix_inf_error,bounded_state_error_inf
2.0,0.8696277777777779,0.6,1.0,0.04691785602923115,0.003527464419256369
2.0,0.874625,0.6,1.0,0.04603231588325568,0.003449189389910928
2.0,0.8796222222222223,0.6,1.0,0.04507538290659602,0.0033660587908441067
2.0,0.8846194444444444,0.6,1.0,0.044046811293852906,0.003278106738894728
2.0,0.8896166666666667,0.6,1.0,0.04294636768805715,0.003185368305968946
2.0,0.8946138888888888,0.6,1.0,0.041773831289139085,0.0030878795137199333
2.0,0.8996111111111111,0.6,1.0,0.040528993960991855,0.0029856773280294347
2.0,0.9046083333333335,0.6,1.0,0.03921166033714929,0.0028787996532931115
2.0,0.9096055555555556,0.6,1.0,0.03782164792503617,0.0027672853265093074
2.0,0.9146027777777779,0.6,1.0,0.036358787208791155,0.0026511741111721132
2.0,0.9196,0.6,1.0,0.03482292175064461,0.002530506690969744
2.0,0.9245972222222223,0.6,1.0,0.03321390829083848,0.002405324663289044
2.0,0.9295944444444444,0.6,1.0,0.031531616846071864,0.002275670532526201
2.0,0.9345916666666667,0.6,1.0,0.029775930806466955,0.0021415877032052934
2.0,0.9395888888888888,0.6,1.0,0.027946747031031838,0.002007421186283369
2.0,0.9445861111111111,0.6,1.0,0.02604397594161445,0.0018732463533103082
2.0,0.9495833333333334,0.6,1.0,0.024067541615335863,0.0017333857377894715
2.0,0.9545805555555555,0.6,1.0,0.022017381875485187,0.0015878175863042996
2.0,0.9595777777777779,0.6,1.0,0.019893448380867818,0.0014365213296380658
2.0,0.964575,0.6,1.0,0.01769570671359877,0.0012794775908232963
2.0,0.9695722222222223,0.6,1.0,0.015424136465316873,0.0011166681930096058
2.0,0.9745694444444444,0.6,1.0,0.013078731321823522,0.0009480761671491042
2.0,0.9795666666666667,0.6,1.0,0.010659499146124463,0.0007736857594975154
2.0,0.984563888888889,0.6,1.0,0.008166462059868318,0.0005934824389299123
2.0,0.9895611111111111,0.6,1.0,0.0055996565231662965,0.0004074529040692981
2.0,0.9945583333333334,0.6,1.0,0.0029591334127884172,0.00021558509022726963
2.0,0.9995555555555555,0.6,1.0,0.00024495809871938334,1.7868176154884064e-05
2.0,1.0045527777777778,1.0,1.6,0.002860722788384673,0.0002606588971378712
2.0,1.00955,1.0,1.6,0.005935030609802494,0.0005414379298312421
2.0,1.0145472222222223,1.0,1.6,0.008940559277992421,0.0008166247603524998
2.0,1.0195444444444444,1.0,1.6,0.011877278498094501,0.0010862011577317137
2.0,1.0245416666666667,1.0,1.6,0.01474517170710854,0.001350150114588481
2.0,1.029538888888889,1.0,1.6,0.01754423617669515,0.0016084558557167622
2.0,1.034536111111111,1.0,1.6,0.020274483114742226,0.0018611038464969422
2.0,1.0395333333333334,1.0,1.6,0.02293593776566516,0.0021080808011321767
2.0,1.0445305555555555,1.0,1.6,0.025528639509441065,0.0023493746907084054
2.0,1.0495277777777778,1.0,1.6,0.02805264195936591,0.0025849747510767345
2.0,1.054525,1.0,1.6,0.030508013058526018,0.0028148714905568196
2.0,1.0595222222222223,1.0,1.6,0.03289483517496816,0.003039056697459843
2.0,1.0645194444444446,1.0,1.6,0.03521320519556714,0.00325752344743006
2.0,1.0695166666666667,1.0,1.6,0.03746323461857359,0.003470266110603553
2.0,1.074513888888889,1.0,1.6,0.03964504964483839,0.0036772803585832284
2.0,1.079511111111111,1.0,1.6,0.04175879126769744,0.003878563171228348
2.0,1.0845083333333334,1.0,1.6,0.043804615361512256,0.004074112843258001
2.0,1.0895055555555555,1.0,1.6,0.04578269276885599,0.004263928990667013
2.0,1.0945027777777778,1.0,1.6,0.04769320938633381,0.0044480125569534784
2.0,1.0995,1.0,1.6,0.049536366249020136,0.00462636581915591
2.0,1.1044972222222222,1.0,1.6,0.05131237961352275,0.004798992393700434
2.0,1.1094944444444446,1.0,1.6,0.05302148103963433,0.00496589724205495
2.0,1.1144916666666667,1.0,1.6,0.05466391747058885,0.00512708667619101
2.0,1.119488888888889,1.0,1.6,0.056239951311891856,0.005282568363850971
2.0,1.124486111111111,1.0,1.6,0.05774986050872055,0.005432351333619812
2.0,1.1294833333333334,1.0,1.6,0.05919393862188632,0.005576445979800717
2.0,1.1344805555555555,1.0,1.6,0.060572494902335294,0.005714864067092668
2.0,1.1394777777777778,1.0,1.6,0.06188585436418714,0.005847618735069554
2.0,1.1444750000000001,1.0,1.6,0.06313435785629301,0.005974724502459362
2.0,1.1494722222222222,1.0,1.6,0.06431836213229414,0.006096197271222075
2.0,1.1544694444444445,1.0,1.6,0.06543823991917908,0.0062120543304257
2.0,1.1594666666666666,1.0,1.6,0.06649437998431029,0.006322314359918518
2.0,1.164463888888889,1.0,1.6,0.06748718720091829,0.006426997433797056
2.0,1.169461111111111,1.0,1.6,0.06841708261203261,0.0065261250236678045
2.0,1.1744583333333334,1.0,1.6,0.06928450349284557,0.006619720001702098
2.0,1.1794555555555555,1.0,1.6,0.07008990341148136,0.006707806643482417
2.0,1.1844527777777778,1.0,1.6,0.07083375228815614,0.006790410630638911
2.0,1.1894500000000001,1.0,1.6,0.07151653645270542,0.006867559053274721
2.0,1.1944472222222222,1.0,1.6,0.07213875870046299,0.006939280412178873
2.0,1.1994444444444445,1.0,1.6,0.07270093834645863,0.007005604620824763
2.0,1.2044416666666666,1.0,1.6,0.07320361127792308,0.007066563007153299
2.0,1.209438888888889,1.0,1.6,0.07364733000506851,0.007122188315138881
2.0,1.214436111111111,1.0,1.6,0.07403266371011386,0.007172514706136156
2.0,1.2194333333333334,1.0,1.6,0.07436019829453822,0.007217577760006648
2.0,1.2244305555555555,1.0,1.6,0.07463053642451756,0.007257414476022413
2.0,1.2294277777777778,1.0,1.6,0.0748442975745297,0.007292063273545906
2.0,1.2344249999999999,1.0,1.6,0.07500211806907975,0.007321563992483269
2.0,1.2394222222222222,1.0,1.6,0.07510465112251874,0.007345957893509298
2.0,1.2444194444444445,1.0,1.6,0.07515256687691352,0.007365287658061717
2.0,1.2494166666666666,1.0,1.6,0.075146552437933,0.007379597388102888
2.0,1.254413888888889,1.0,1.6,0.07508731190870438,0.007388932605645987
