candidate_id,probe_id,sequence,amplitude_pu,validity_s,cooldown_s,voi_margin,relevance,minimum_oracle_gap,horizon_steps,estimator_window_s,residual_bound_pu,delivered_branch_weight,ace_weight,tie_weight,frequency_weight,bess_effort_weight,sg_effort_weight,passive_renewal,confirmation_s,scenario_count,worthwhile_scenarios,probed_scenarios,hard_violations,fallback_calls,worthwhile_mean_ace_improvement,worthwhile_mean_tie_improvement,worthwhile_best_metric_improvement,worthwhile_mean_candidate_diameter_reduction,worthwhile_false_optimism_rate,worthwhile_audited_certificate_issues,total_probe_command_l1_pu_s,worthwhile_mean_probe_command_l1_pu_s,not_worthwhile_probe_rate,not_worthwhile_max_relative_metric_change,not_worthwhile_max_action_difference_pu,maximum_unmetered_responsibility_jump_pu,not_worthwhile_max_abs_metric_change,frequency_peak_delta_max_hz,m1_pass
M1-C13,biphasic_2,"[1.0, -1.0]",0.0025,4.0,60.0,0.0,0.001,0.01,3,24.0,0.002,0.2,30.0,0.0,12.0,0.085,0.05,True,0.0,1,1,1,0,0,0.01752239151115271,0.040891565656267524,0.040891565656267524,0.5,0.0,1,0.02,0.02,0.0,0.0,0.0,2.168404344971009e-18,0.0,0.0,False
