scenario_id,mechanism,sg_tension,materiality_positive,contract_ace_iae_pu_s,voi_ace_iae_pu_s,oracle_ace_iae_pu_s,contract_tie_iae_pu_s,voi_tie_iae_pu_s,oracle_tie_iae_pu_s,contract_frequency_peak_hz,voi_frequency_peak_hz,oracle_frequency_peak_hz,contract_sg_mechanical_mileage_pu,voi_sg_mechanical_mileage_pu,oracle_sg_mechanical_mileage_pu,ace_improvement,tie_improvement,oracle_ace_gap,oracle_tie_gap,probe_active_calls,certificate_issues,hard_violation,fallback_calls,probe_worthwhile,candidate_diameter_reduction,unmetered_responsibility_jump_pu,probe_command_l1_pu_s,max_contract_action_difference_pu,false_optimism_count,audited_certificate_issues
VOI-M1-00,power_drop,low,True,1.088944159846801,1.1082811207558045,1.0792946596448256,0.17438815973633046,0.19649711394149186,0.15959340429262472,0.31517149275128414,0.31517149275128414,0.3151991050622147,0.21915339204841283,0.2439368063382276,0.19746940811213806,-0.017757532132523613,-0.12678013368906157,0.008861336106833028,0.08483807310126415,5,1,False,0,True,0.33333333333333337,2.6020852139652106e-18,0.08,0.010601286780461527,1,1
